cnn_score,smina_score,lig_rmsd,fmax_rmsd,system,smina_rank
0.998174,-17.3771,0.9837,0.3270,186l,0
0.997503,-16.1191,0.8905,0.8234,186l,1
0.998112,-15.8913,1.1682,0.8234,186l,2
0.989724,-15.1636,4.4933,1.6516,186l,3
0.997278,-15.0981,4.5320,0.8305,186l,4
0.992445,-14.0018,4.1683,1.9550,186l,5
0.988902,-13.6329,3.9245,1.9876,186l,6
0.998645,-13.5211,0.5825,0.2681,187l,0
0.990972,-11.4850,0.7398,2.0423,187l,10
0.998950,-14.2384,0.7002,0.8496,187l,1
0.998918,-14.2370,0.7078,0.8492,187l,2
0.998703,-14.2268,0.7379,0.8496,187l,3
0.994008,-12.9748,2.8230,1.1210,187l,4
0.081366,-11.8428,9.9963,0.8704,187l,5
0.079623,-11.8341,10.0376,0.8670,187l,6
0.990839,-11.7522,2.3456,1.4641,187l,7
0.789335,-11.5039,13.7593,0.8660,187l,8
0.787155,-11.4970,13.7658,0.8666,187l,9
0.993922,-13.0986,0.8160,0.4790,188l,0
0.997218,-14.2311,1.9319,0.8457,188l,1
0.997218,-14.2256,1.8838,0.8428,188l,2
0.995987,-14.0760,2.6536,0.8499,188l,3
0.998019,-14.0092,2.7571,0.8493,188l,4
0.998106,-13.8111,2.8946,0.8426,188l,5
0.992657,-13.0778,2.6601,0.4478,188l,6
0.086362,-11.9444,9.4590,0.8464,188l,7
0.662285,-11.2512,13.0311,0.8478,188l,8
0.581938,-6.0230,1.3092,0.5979,1a07,0
0.059072,-5.7168,5.3119,1.0654,1a07,10
0.001133,-5.6920,10.6617,3.2712,1a07,11
0.015477,-5.6458,8.9177,2.6765,1a07,12
0.073929,-5.6193,9.3440,1.9888,1a07,13
0.002823,-5.5318,6.3818,2.6623,1a07,14
0.037791,-5.5162,9.7664,2.3521,1a07,15
0.000408,-5.4599,7.5143,3.2401,1a07,16
0.040131,-5.4521,10.7000,2.7723,1a07,17
0.257082,-5.4216,8.5615,1.1958,1a07,18
0.005733,-5.4000,10.1484,3.2457,1a07,19
0.076714,-6.2103,9.9975,2.8004,1a07,1
0.079786,-5.3913,8.5606,1.4213,1a07,20
0.000776,-6.1604,9.7353,0.9941,1a07,2
0.029100,-6.0279,10.6829,1.6055,1a07,3
0.373620,-6.0035,7.9676,2.0654,1a07,4
0.015126,-5.9184,9.6741,3.3543,1a07,5
0.001463,-5.8731,10.1268,1.9962,1a07,6
0.289725,-5.7961,10.7535,1.9133,1a07,7
0.005981,-5.7766,8.7792,1.5733,1a07,8
0.021500,-5.7493,11.6270,1.4274,1a07,9
0.692379,-7.7518,0.7952,0.5055,1a08,0
0.002989,-6.5617,9.7330,3.2295,1a08,10
0.002938,-6.5303,10.2114,3.0023,1a08,11
0.139666,-6.4155,8.2387,2.5137,1a08,12
0.017370,-6.3902,5.9262,1.2319,1a08,13
0.988505,-6.3698,3.9044,1.3107,1a08,14
0.002751,-6.3587,8.3904,3.0472,1a08,15
0.989422,-6.3499,4.1205,2.4994,1a08,16
0.003617,-6.3346,5.9376,1.1629,1a08,17
0.001129,-6.3102,11.4114,1.3912,1a08,18
0.022514,-6.2680,4.9987,2.5699,1a08,19
0.092413,-7.1385,3.9532,1.2220,1a08,1
0.008393,-6.1759,5.3277,1.4315,1a08,20
0.081183,-6.8004,5.6160,1.1227,1a08,2
0.017512,-6.8001,5.1738,1.2172,1a08,3
0.003092,-6.7825,8.1792,1.2324,1a08,4
0.000403,-6.7451,5.5517,1.1792,1a08,5
0.061127,-6.6883,4.9803,3.3693,1a08,6
0.024029,-6.6723,4.9318,1.1251,1a08,7
0.771928,-6.6541,5.6099,1.1053,1a08,8
0.015910,-6.6044,5.6121,3.1195,1a08,9
0.542485,-11.0482,0.9972,1.3267,1a09,0
0.018811,-12.0550,8.2614,2.6629,1a09,10
0.002195,-12.0174,9.2439,2.4112,1a09,11
0.000586,-12.0051,9.5731,2.6659,1a09,12
0.000712,-11.9964,9.6059,2.7478,1a09,13
0.010158,-11.9784,8.0401,3.1922,1a09,14
0.030595,-11.9744,9.9559,3.1138,1a09,15
0.012415,-11.9530,8.9288,3.4055,1a09,16
0.000001,-11.8616,8.4465,3.0948,1a09,17
0.006453,-11.8222,9.6248,2.7967,1a09,18
0.003900,-11.7541,10.3192,2.4009,1a09,19
0.014321,-13.1611,8.4640,2.2195,1a09,1
0.000017,-11.6906,6.0828,2.7281,1a09,20
0.001841,-12.5832,10.8832,2.5248,1a09,2
0.172308,-12.5725,8.7010,2.4925,1a09,3
0.004376,-12.5499,10.2079,2.3144,1a09,4
0.015150,-12.5154,9.8400,3.1513,1a09,5
0.034483,-12.2986,14.1659,3.1082,1a09,6
0.000971,-12.2697,6.4639,1.9470,1a09,7
0.000614,-12.1938,8.1708,2.6430,1a09,8
0.001438,-12.0922,9.5673,3.1422,1a09,9
0.362438,-12.7992,1.4059,0.4665,1a0q,0
0.000966,-12.8900,6.9181,2.7576,1a0q,10
0.004702,-12.7607,4.1671,3.2479,1a0q,11
0.045017,-12.6344,5.6343,1.1345,1a0q,12
0.006149,-12.2848,4.3010,1.0870,1a0q,13
0.001886,-12.0953,5.5574,1.1649,1a0q,14
0.019586,-12.0923,5.7422,3.1548,1a0q,15
0.017074,-12.0868,4.7740,1.1764,1a0q,16
0.006634,-11.7358,5.6933,4.1623,1a0q,17
0.847530,-14.6949,2.4439,0.8508,1a0q,1
0.226970,-14.2707,1.4981,0.8035,1a0q,2
0.024624,-14.0878,5.7965,0.9738,1a0q,3
0.027531,-13.3961,4.2001,1.1344,1a0q,4
0.027401,-13.1982,6.3880,2.7917,1a0q,5
0.047262,-13.1199,3.4117,0.9916,1a0q,6
0.078349,-13.1019,5.6048,3.4345,1a0q,7
0.016170,-13.0471,5.8981,2.5654,1a0q,8
0.017616,-12.9317,6.1450,3.5724,1a0q,9
0.997310,-11.3341,0.9340,0.4347,1a0t,0
0.210920,-9.1933,4.3501,2.8883,1a0t,10
0.385795,-8.9991,4.3464,1.1688,1a0t,11
0.039469,-8.7921,5.7284,1.0550,1a0t,12
0.726915,-8.5436,1.8624,2.8355,1a0t,13
0.937811,-8.3895,8.5166,2.8577,1a0t,14
0.112662,-8.3594,3.9721,1.1811,1a0t,15
0.023656,-8.2471,9.3187,1.1707,1a0t,16
0.155921,-8.1875,5.7448,2.8770,1a0t,17
0.066025,-7.9862,6.1151,1.0292,1a0t,18
0.097640,-7.8663,8.3609,1.1930,1a0t,19
0.701514,-10.0369,4.3268,1.1829,1a0t,1
0.141272,-7.6760,5.5509,0.9686,1a0t,20
0.854789,-10.0284,5.5813,1.1725,1a0t,2
0.551186,-9.8226,4.6176,1.1645,1a0t,3
0.811807,-9.7589,2.6040,1.0301,1a0t,4
0.816010,-9.6645,5.1879,1.1871,1a0t,5
0.853935,-9.6294,4.6283,1.1725,1a0t,6
0.869583,-9.5941,3.0378,0.9984,1a0t,7
0.220484,-9.5446,4.3796,1.1054,1a0t,8
0.455039,-9.4278,5.3085,1.1877,1a0t,9
0.912044,-8.0826,2.1027,1.3149,1a1b,0
0.950786,-8.1845,4.0193,1.2996,1a1b,10
0.812003,-8.1293,4.0872,1.5611,1a1b,11
0.002305,-8.1130,5.6476,2.3030,1a1b,12
0.064534,-8.1029,7.8793,1.8515,1a1b,13
0.040732,-8.0687,8.1825,2.2891,1a1b,14
0.026106,-8.0650,7.0820,2.1149,1a1b,15
0.015260,-7.9470,7.4934,2.0285,1a1b,16
0.009480,-7.8659,9.9843,1.4670,1a1b,17
0.002796,-7.8608,9.0597,3.0606,1a1b,18
0.822982,-7.8249,4.3512,2.0612,1a1b,19
0.969093,-8.9044,5.4802,2.0532,1a1b,1
0.011902,-7.7757,8.3321,2.9685,1a1b,20
0.299414,-8.5442,5.3282,1.3087,1a1b,2
0.037417,-8.5283,8.9475,3.4512,1a1b,3
0.077719,-8.4218,9.3602,1.2448,1a1b,4
0.091101,-8.4202,4.7571,1.2997,1a1b,5
0.357007,-8.3312,4.6192,2.1988,1a1b,6
0.990800,-8.3207,4.7634,1.6243,1a1b,7
0.192232,-8.3098,6.3500,2.1523,1a1b,8
0.422558,-8.2739,4.1228,2.1681,1a1b,9
0.961601,-9.2241,1.5874,1.2999,1a1c,0
0.154451,-9.3129,4.5766,1.7412,1a1c,10
0.318667,-9.2546,4.5942,1.2983,1a1c,11
0.854756,-9.2387,2.8422,1.7279,1a1c,12
0.164065,-9.1757,4.0179,1.7735,1a1c,13
0.103124,-9.1479,8.1456,2.0899,1a1c,14
0.975836,-9.1446,1.7724,2.0405,1a1c,15
0.290688,-9.1420,4.6260,3.4301,1a1c,16
0.323654,-9.1231,5.1679,1.5699,1a1c,17
0.478208,-9.0558,5.7587,1.7698,1a1c,18
0.106384,-8.9029,4.7714,4.6313,1a1c,19
0.338669,-10.3027,3.5733,1.7087,1a1c,1
0.091280,-8.6577,10.9712,1.3759,1a1c,20
0.062505,-10.0017,10.9827,1.7179,1a1c,2
0.467558,-9.8120,3.2652,2.0657,1a1c,3
0.811282,-9.5501,3.6478,1.7170,1a1c,4
0.237651,-9.5367,10.1524,2.1355,1a1c,5
0.009531,-9.4557,8.0293,1.7213,1a1c,6
0.069559,-9.3766,5.3989,1.6919,1a1c,7
0.800204,-9.3701,2.2262,3.4098,1a1c,8
0.035593,-9.3685,11.0421,1.7831,1a1c,9
0.992709,-9.5920,0.8679,1.3005,1a1e,0
0.026581,-9.7213,9.8991,4.6342,1a1e,10
0.010049,-9.7042,10.5322,3.4198,1a1e,11
0.208308,-9.6920,8.6959,1.8394,1a1e,12
0.033155,-9.6807,11.7024,2.2645,1a1e,13
0.041577,-9.6316,4.6282,1.2966,1a1e,14
0.067309,-9.6306,14.5868,1.6001,1a1e,15
0.471158,-9.5879,7.8697,3.8975,1a1e,16
0.053618,-9.5450,12.5563,2.3207,1a1e,17
0.008990,-9.5314,14.3382,2.4072,1a1e,18
0.582720,-9.3308,6.8610,1.4198,1a1e,19
0.166838,-10.5250,3.6256,1.3039,1a1e,1
0.018061,-9.3280,8.7860,3.1534,1a1e,20
0.911837,-10.4563,1.8263,1.2498,1a1e,2
0.132733,-10.3149,9.4012,2.9988,1a1e,3
0.941205,-10.2727,3.9753,1.3495,1a1e,4
0.373697,-10.1335,5.0128,1.3024,1a1e,5
0.005910,-10.1002,10.2283,1.2315,1a1e,6
0.020088,-9.9308,9.9345,2.2499,1a1e,7
0.639352,-9.8719,5.7639,1.2977,1a1e,8
0.570923,-9.7244,2.4705,2.5157,1a1e,9
0.918966,-11.4184,1.2775,0.5668,1a2c,0
0.051950,-10.7491,6.9049,3.4842,1a2c,10
0.001792,-10.7402,7.1883,3.4944,1a2c,11
0.007417,-10.7275,4.5541,3.5033,1a2c,12
0.797868,-10.6827,7.9982,2.4457,1a2c,13
0.001843,-10.6019,5.5240,2.9939,1a2c,14
0.181140,-10.5625,6.2458,3.3816,1a2c,15
0.017530,-10.5016,7.5346,3.3859,1a2c,16
0.014267,-10.4525,5.6818,1.6688,1a2c,17
0.009386,-10.4056,7.6796,1.3287,1a2c,18
0.013071,-10.3695,4.0455,2.5006,1a2c,19
0.036817,-11.2175,4.8338,2.2877,1a2c,1
0.000687,-10.3285,7.4629,1.4258,1a2c,20
0.005573,-11.1597,7.4528,3.4922,1a2c,2
0.283775,-11.0423,6.1924,3.2920,1a2c,3
0.021137,-11.0238,5.0361,2.3014,1a2c,4
0.026008,-10.9902,8.1479,3.3121,1a2c,5
0.003497,-10.8407,6.7198,3.4936,1a2c,6
0.306633,-10.7845,7.1483,2.9866,1a2c,7
0.020308,-10.7619,6.9378,2.2804,1a2c,8
0.003000,-10.7618,5.8964,3.4854,1a2c,9
0.474522,-14.2896,0.6532,0.7086,1a46,0
0.000557,-12.5298,5.3771,3.4760,1a46,10
0.000087,-12.5257,9.2977,1.9026,1a46,11
0.000852,-12.4605,3.0365,1.9103,1a46,12
0.160825,-12.4050,0.7324,2.5959,1a46,13
0.082059,-12.2194,10.2013,3.3262,1a46,14
0.000131,-12.1095,5.7356,3.4614,1a46,15
0.000038,-12.0980,7.8761,3.3414,1a46,16
0.004288,-12.0857,9.3380,2.5176,1a46,17
0.038375,-12.0823,8.4374,1.9640,1a46,18
0.000786,-11.5115,7.8424,3.4634,1a46,19
0.068617,-13.3719,2.5780,3.6270,1a46,1
0.004563,-11.4613,5.3637,1.9985,1a46,20
0.001452,-13.0290,3.9237,1.9021,1a46,2
0.225013,-12.8153,4.0220,3.1955,1a46,3
0.007576,-12.7371,8.5246,1.5490,1a46,4
0.000576,-12.6900,9.5539,1.9216,1a46,5
0.015778,-12.6809,7.1743,3.4418,1a46,6
0.001478,-12.6549,2.8684,3.4162,1a46,7
0.002392,-12.5918,5.0634,3.5073,1a46,8
0.549663,-12.5761,8.6389,3.3527,1a46,9
0.942482,-13.7100,0.4486,0.4188,1a4w,0
0.014726,-13.3360,8.9262,3.6606,1a4w,10
0.009044,-13.3257,7.1519,1.8836,1a4w,11
0.778251,-13.2929,1.2911,1.2368,1a4w,12
0.530345,-13.2844,8.3316,2.5399,1a4w,13
0.025829,-13.2659,9.2700,2.0707,1a4w,14
0.522832,-13.2217,9.0877,2.3173,1a4w,15
0.489526,-13.2004,8.1438,1.2367,1a4w,16
0.031724,-13.1970,7.7540,3.0997,1a4w,17
0.035806,-13.1822,9.6822,2.3468,1a4w,18
0.562328,-13.1475,7.6637,1.2368,1a4w,19
0.119469,-13.6600,6.9947,2.6637,1a4w,1
0.014972,-13.1248,8.5851,1.2363,1a4w,20
0.029160,-13.6397,7.7820,1.6194,1a4w,2
0.106812,-13.4742,2.6980,3.2367,1a4w,3
0.031065,-13.4623,7.9729,2.5076,1a4w,4
0.077411,-13.4506,6.9602,2.7899,1a4w,5
0.025046,-13.4343,7.9595,1.7532,1a4w,6
0.115663,-13.4119,6.8299,2.5783,1a4w,7
0.098160,-13.3974,9.2748,2.9730,1a4w,8
0.165377,-13.3466,7.3845,2.5082,1a4w,9
0.869434,-13.9868,0.6512,0.7805,1a5g,0
0.000603,-11.6749,3.3700,0.8626,1a5g,10
0.009151,-11.3850,4.6463,1.9878,1a5g,11
0.001395,-11.2583,7.0764,1.7111,1a5g,12
0.005483,-11.2138,3.4405,2.7622,1a5g,13
0.000859,-11.1963,9.4320,1.3358,1a5g,14
0.042711,-11.1961,10.0629,1.9077,1a5g,15
0.000482,-10.9907,10.7345,1.8888,1a5g,16
0.000695,-10.9408,7.0616,1.9139,1a5g,17
0.019700,-10.9392,6.8453,1.7991,1a5g,18
0.045919,-10.8095,6.6297,1.9944,1a5g,19
0.010757,-12.8434,9.7923,1.0632,1a5g,1
0.001891,-10.8085,6.1438,1.9889,1a5g,20
0.083804,-12.8314,8.3289,2.5120,1a5g,2
0.001914,-12.5162,9.5201,1.9576,1a5g,3
0.004979,-12.4974,4.0119,1.0327,1a5g,4
0.023482,-12.3629,7.1665,1.6468,1a5g,5
0.005473,-12.1280,5.2000,2.4024,1a5g,6
0.017150,-12.0877,7.7783,2.8983,1a5g,7
0.000258,-11.8137,9.4804,2.5633,1a5g,8
0.005440,-11.8086,9.0590,2.8887,1a5g,9
0.874824,-12.8742,0.5123,1.2733,1a5h,0
0.155264,-12.0378,5.9312,2.4714,1a5h,10
0.316465,-11.9495,5.9740,2.4295,1a5h,11
0.018719,-11.6022,4.8548,1.3763,1a5h,12
0.013223,-11.2395,4.3525,2.9029,1a5h,13
0.107240,-11.0905,7.6034,2.8363,1a5h,14
0.613333,-11.0055,5.5225,2.8742,1a5h,15
0.299395,-10.9197,6.8927,1.2735,1a5h,16
0.138327,-10.7417,5.5202,1.9191,1a5h,17
0.035812,-10.7127,7.9588,2.8616,1a5h,18
0.008035,-10.4229,5.7956,2.8785,1a5h,19
0.775224,-13.2728,1.1657,2.9071,1a5h,1
0.130866,-10.4077,6.9036,2.4493,1a5h,20
0.805371,-13.2679,2.2638,2.8707,1a5h,2
0.580631,-13.1883,2.0070,2.8635,1a5h,3
0.890870,-12.8149,7.8654,2.8853,1a5h,4
0.130747,-12.8094,1.7121,1.9641,1a5h,5
0.750925,-12.6699,7.6663,2.3670,1a5h,6
0.549693,-12.2744,5.6803,2.6379,1a5h,7
0.722868,-12.1315,6.5671,2.8719,1a5h,8
0.029482,-12.0627,5.0563,2.5903,1a5h,9
0.963523,-11.9647,0.5937,0.5322,1a61,0
0.376690,-11.9106,5.2554,1.0401,1a61,10
0.001313,-11.8028,8.4442,3.0071,1a61,11
0.003556,-11.7472,3.0764,2.3346,1a61,12
0.006379,-11.7072,8.0683,2.0083,1a61,13
0.000717,-11.6866,5.8459,2.6587,1a61,14
0.000907,-11.5574,8.5412,1.9239,1a61,15
0.006399,-11.4907,8.2444,1.8301,1a61,16
0.133901,-11.2778,6.5438,1.9596,1a61,17
0.001909,-11.2508,9.7961,1.1380,1a61,18
0.026250,-11.0694,8.8843,3.0123,1a61,19
0.001655,-12.6761,7.7839,3.2319,1a61,1
0.007179,-11.0280,6.1130,2.0104,1a61,20
0.001296,-12.5845,8.4535,3.2531,1a61,2
0.124929,-12.3642,7.3010,1.2306,1a61,3
0.008843,-12.0729,8.6517,1.9491,1a61,4
0.000325,-12.0297,3.5447,2.0374,1a61,5
0.000182,-12.0256,6.1401,1.9774,1a61,6
0.012941,-12.0171,5.4956,2.0282,1a61,7
0.084431,-11.9917,8.7435,1.9402,1a61,8
0.009486,-11.9882,8.2810,1.8723,1a61,9
0.999993,-20.2896,0.3488,0.6771,1a7c,0
0.236426,-17.4814,7.8911,1.8784,1a7c,10
0.000166,-17.3865,7.1685,2.7178,1a7c,11
0.000604,-17.2143,9.6919,1.8803,1a7c,12
0.721237,-17.1802,9.4430,2.4317,1a7c,13
0.000236,-17.1079,10.4331,2.8808,1a7c,14
0.000663,-16.9442,10.0047,2.0157,1a7c,15
0.006486,-16.8860,9.1247,2.6198,1a7c,16
0.002015,-16.8520,9.5226,1.9447,1a7c,17
0.000477,-16.8096,10.4790,2.0934,1a7c,18
0.007308,-16.7642,11.0090,2.7244,1a7c,19
0.975102,-19.1919,10.7307,2.7449,1a7c,1
0.000048,-16.6146,10.2097,2.6233,1a7c,20
0.136100,-18.9980,5.1305,2.5680,1a7c,2
0.026030,-18.9003,4.5586,1.9454,1a7c,3
0.000893,-18.8501,10.3444,2.8279,1a7c,4
0.984581,-18.7455,11.3192,1.9537,1a7c,5
0.292180,-18.5413,10.3968,2.6756,1a7c,6
0.324682,-18.1796,8.6121,1.9531,1a7c,7
0.004676,-17.9599,6.7875,1.9369,1a7c,8
0.280118,-17.7094,8.5711,1.9077,1a7c,9
0.877338,-11.3327,0.2474,0.2301,1a8i,0
0.616205,-9.4955,4.7758,1.7914,1a8i,10
0.961922,-9.2359,7.8364,2.1622,1a8i,11
0.007919,-9.1656,3.3752,2.2829,1a8i,12
0.045672,-9.1119,10.5465,2.2209,1a8i,13
0.080944,-9.0988,4.2095,1.8234,1a8i,14
0.832563,-11.7772,1.0788,1.1806,1a8i,1
0.729805,-11.7631,3.4177,2.2225,1a8i,2
0.595605,-11.5941,2.6508,2.1727,1a8i,3
0.346441,-11.2362,4.8176,1.4956,1a8i,4
0.064078,-10.2909,4.5803,1.1161,1a8i,5
0.180061,-10.2707,3.8435,1.8841,1a8i,6
0.034760,-9.9849,10.8884,2.1641,1a8i,7
0.242913,-9.8469,4.5475,1.7826,1a8i,8
0.156981,-9.7117,4.9848,2.3544,1a8i,9
0.972108,-12.9259,1.1482,0.4704,1ad8,0
0.100302,-12.3494,9.1676,0.9507,1ad8,10
0.213875,-12.3245,6.0214,1.0283,1ad8,11
0.721713,-12.2757,8.6302,0.5632,1ad8,12
0.289925,-12.2756,9.2758,1.0941,1ad8,13
0.255398,-12.2610,8.3039,0.8536,1ad8,14
0.047832,-12.1699,6.9008,1.0291,1ad8,15
0.242457,-12.1624,9.0518,0.9740,1ad8,16
0.821892,-12.1347,7.6079,0.9480,1ad8,17
0.184823,-12.0594,9.0269,1.0970,1ad8,18
0.165477,-11.9981,6.2657,0.9477,1ad8,19
0.739282,-14.1321,4.3821,0.9477,1ad8,1
0.022617,-11.9522,6.5767,1.0363,1ad8,20
0.089958,-13.3580,6.3813,0.9933,1ad8,2
0.542984,-13.1949,8.4309,0.9935,1ad8,3
0.072366,-13.0224,5.1790,1.1937,1ad8,4
0.172448,-12.9776,5.3412,0.9500,1ad8,5
0.141178,-12.6671,9.8458,0.7004,1ad8,6
0.446590,-12.6267,5.2965,0.9905,1ad8,7
0.413045,-12.5604,2.6441,0.9479,1ad8,8
0.022644,-12.3509,6.9039,0.9505,1ad8,9
0.280635,-4.2619,0.5609,0.2616,1ado,0
0.011541,-6.7820,4.7642,3.2533,1ado,10
0.035559,-6.5366,4.7267,3.8480,1ado,11
0.012515,-6.5149,5.7074,3.9449,1ado,12
0.158306,-6.5130,5.5961,0.7725,1ado,13
0.011986,-6.4010,4.1219,3.5280,1ado,14
0.818675,-6.3321,4.3534,0.9648,1ado,15
0.293485,-6.0762,5.4340,3.7754,1ado,16
0.089554,-6.0555,4.1652,3.6957,1ado,17
0.004644,-5.7087,6.0513,3.9396,1ado,18
0.792089,-5.6487,4.3799,3.0117,1ado,19
0.992432,-7.3912,3.6632,2.4863,1ado,1
0.063447,-5.4589,6.0012,1.3987,1ado,20
0.207405,-7.3118,5.0182,3.8445,1ado,2
0.852000,-7.2473,3.8002,0.9410,1ado,3
0.917380,-7.1844,3.7933,2.3800,1ado,4
0.147058,-7.1158,4.7847,3.6946,1ado,5
0.077953,-6.9752,4.2600,3.3571,1ado,6
0.031583,-6.9413,6.1220,3.7527,1ado,7
0.021513,-6.9150,5.4542,3.8829,1ado,8
0.038416,-6.7821,4.3649,3.5627,1ado,9
0.993798,-11.8228,0.4782,0.4965,1af6,0
0.919883,-10.9716,3.4051,1.2349,1af6,10
0.744332,-10.9312,8.6827,1.0941,1af6,11
0.395599,-10.7453,5.6828,1.5058,1af6,12
0.771241,-10.6786,8.7380,1.0978,1af6,13
0.349013,-10.5963,5.7561,1.4441,1af6,14
0.132217,-10.3723,6.8894,0.7225,1af6,15
0.957825,-10.0813,5.3037,1.2209,1af6,16
0.979969,-12.9356,4.8019,1.1615,1af6,1
0.975082,-12.3492,3.4214,1.3871,1af6,2
0.998966,-12.0896,1.8718,1.3382,1af6,3
0.979768,-11.7628,5.5092,1.1674,1af6,4
0.458910,-11.7511,7.7280,3.1811,1af6,5
0.759405,-11.4943,8.5557,1.1373,1af6,6
0.603170,-11.4414,5.0697,1.4592,1af6,7
0.742449,-11.3723,5.5629,1.2923,1af6,8
0.040150,-11.1088,6.2975,1.1679,1af6,9
0.998628,-18.3703,0.7883,0.3550,1agm,0
0.004975,-16.6513,11.1193,1.4385,1agm,10
0.073190,-16.6512,8.4559,2.2702,1agm,11
0.019779,-16.6001,10.8368,1.4325,1agm,12
0.998719,-16.4688,3.7936,2.0539,1agm,13
0.289285,-16.2399,9.8370,2.5495,1agm,14
0.083754,-16.1823,5.4067,1.2825,1agm,15
0.979320,-19.1366,3.3477,1.4858,1agm,1
0.653798,-19.1132,2.9259,1.5641,1agm,2
0.995737,-18.6070,0.9640,2.0506,1agm,3
0.950152,-18.3472,4.3977,0.6902,1agm,4
0.863071,-17.7447,7.6162,2.2132,1agm,5
0.971073,-17.4054,5.3634,1.5648,1agm,6
0.008421,-17.1406,9.0292,1.5733,1agm,7
0.142834,-17.0825,9.5297,2.0529,1agm,8
0.757974,-16.9962,8.3725,2.5227,1agm,9
0.941019,-8.4220,1.5283,0.4674,1aht,0
0.613209,-6.5188,6.8030,1.7221,1aht,10
0.400842,-6.4066,7.2033,2.1067,1aht,11
0.714772,-6.3925,8.5285,1.6716,1aht,12
0.110603,-6.3394,6.5164,1.8120,1aht,13
0.139342,-6.2522,8.1617,0.9248,1aht,14
0.036550,-6.1230,4.7167,2.7087,1aht,15
0.063030,-6.0348,3.3984,0.8652,1aht,16
0.040282,-6.0022,7.2982,0.8252,1aht,17
0.520285,-5.3918,8.9404,1.5723,1aht,18
0.884749,-7.8516,2.2699,2.1804,1aht,1
0.781435,-7.7883,3.0913,1.6466,1aht,2
0.925227,-7.6876,1.6654,0.7701,1aht,3
0.939569,-7.4651,4.3514,2.2288,1aht,4
0.534227,-7.4500,6.2850,1.4602,1aht,5
0.510998,-7.4490,2.5055,2.0942,1aht,6
0.379309,-6.9214,5.8176,1.0552,1aht,7
0.280686,-6.5633,8.8803,1.3165,1aht,8
0.633581,-6.5299,6.4184,2.1749,1aht,9
0.995439,-14.4651,0.6787,0.2895,1ahx,0
0.054554,-11.1839,6.7130,1.5725,1ahx,10
0.307803,-11.1393,3.4852,2.2748,1ahx,11
0.169816,-13.9518,7.0071,1.4512,1ahx,1
0.064147,-13.1034,5.5584,1.2256,1ahx,2
0.281710,-12.9906,6.5087,2.1779,1ahx,3
0.926080,-12.6586,1.8775,2.4671,1ahx,4
0.523049,-12.6210,1.8134,2.2082,1ahx,5
0.216859,-12.5971,7.0231,2.4591,1ahx,6
0.143905,-12.5191,5.4882,2.4622,1ahx,7
0.879085,-12.4523,2.5750,1.7959,1ahx,8
0.040078,-11.8572,4.7457,2.2855,1ahx,9
0.998883,-6.7966,0.3001,0.3816,1ahy,0
0.984821,-4.7349,1.9439,4.2710,1ahy,10
0.988197,-4.6319,1.9349,4.0914,1ahy,11
0.786213,-4.5978,9.4144,0.7576,1ahy,12
0.625811,-4.4789,11.3479,0.7566,1ahy,13
0.620389,-4.4762,11.3078,0.7390,1ahy,14
0.067081,-4.4454,7.1726,2.4571,1ahy,15
0.431953,-4.4023,5.9602,2.4692,1ahy,16
0.220314,-4.2381,9.7708,0.6129,1ahy,17
0.451236,-3.9685,2.9566,4.0973,1ahy,18
0.266990,-6.7599,5.7822,0.7404,1ahy,1
