cnn_score,smina_score,lig_rmsd,fmax_rmsd,system,smina_rank
0.059517,-12.6906,13.7932,1.7505,13gs,1
0.391023,-11.1392,10.0363,2.7459,13gs,20
0.130580,-12.6436,7.1222,3.2091,13gs,2
0.353856,-12.4977,6.3139,3.2138,13gs,3
0.003154,-12.3990,14.0358,3.0678,13gs,4
0.126534,-12.3396,6.6969,3.2324,13gs,5
0.392643,-12.3285,6.5545,3.1033,13gs,6
0.164702,-12.3054,7.1100,3.0032,13gs,7
0.165677,-12.1122,11.7302,3.2474,13gs,8
0.490051,-12.1113,6.2426,1.1046,13gs,9
0.984844,-23.5457,0.6871,0.8782,1a28,0
0.988696,-22.6613,1.0083,1.1707,1a28,1
0.937019,-20.5713,6.9002,1.0156,1a28,2
0.795319,-20.4415,7.0740,1.3000,1a28,3
0.920451,-19.9194,3.1318,1.3994,1a28,4
0.000697,-11.0025,0.5658,0.6775,1a30,0
0.000488,-10.0963,2.7144,1.3822,1a30,10
0.001298,-10.0811,2.1073,2.2619,1a30,11
0.000704,-10.0483,6.3400,2.4969,1a30,12
0.040398,-9.9676,10.8188,1.4498,1a30,13
0.002775,-9.9534,9.5537,2.2888,1a30,14
0.000123,-9.9417,2.8129,2.6334,1a30,15
0.002206,-9.9161,9.8390,2.3151,1a30,16
0.002279,-9.8727,7.0467,1.8066,1a30,17
0.001240,-9.8143,10.8182,2.4974,1a30,18
0.001541,-9.8098,7.3492,2.0183,1a30,19
0.011625,-10.9355,8.1371,2.5531,1a30,1
0.012771,-9.7728,8.0650,2.5841,1a30,20
0.000087,-10.8241,7.3780,2.2918,1a30,2
0.001531,-10.5263,8.8190,2.5646,1a30,3
0.008091,-10.4849,5.3371,2.5396,1a30,4
0.002032,-10.4570,7.5980,2.6243,1a30,5
0.000686,-10.4158,4.5286,1.7393,1a30,6
0.000822,-10.3679,8.5825,2.6451,1a30,7
0.000107,-10.2740,7.4122,2.5346,1a30,8
0.023147,-10.0966,6.3125,2.1239,1a30,9
0.753156,-7.2246,3.7059,3.0492,1a37,0
0.177460,-6.1548,6.4293,3.0715,1a37,10
0.009518,-6.1212,6.7016,2.8294,1a37,11
0.134470,-6.0825,7.5993,2.9724,1a37,12
0.000806,-6.0520,8.0475,2.7675,1a37,13
0.083509,-6.0376,8.4169,3.9501,1a37,14
0.214307,-6.0146,5.4404,2.7039,1a37,15
0.001876,-6.0012,8.2814,1.4340,1a37,16
0.000314,-5.9383,7.2694,3.0691,1a37,17
0.060850,-5.9258,11.7360,3.5709,1a37,18
0.074774,-5.9000,11.0431,3.0749,1a37,19
0.000405,-6.9923,12.3908,2.7229,1a37,1
0.023670,-5.8686,10.1579,3.0100,1a37,20
0.018535,-6.7369,10.6296,2.7713,1a37,2
0.590790,-6.6653,8.1611,3.9459,1a37,3
0.009209,-6.4227,12.9360,3.8957,1a37,4
0.000282,-6.3203,6.9886,2.8391,1a37,5
0.013156,-6.2894,5.4906,3.6998,1a37,6
0.083507,-6.2137,7.1079,3.9510,1a37,7
0.277918,-6.1645,7.5049,3.9124,1a37,8
0.002989,-6.1622,7.2368,3.2121,1a37,9
0.979476,-14.6031,0.3211,0.5162,1a4g,0
0.000117,-13.7126,5.6885,2.3966,1a4g,10
0.216629,-13.2551,4.3861,2.8035,1a4g,11
0.002023,-13.0764,5.3681,4.1434,1a4g,12
0.023100,-12.7780,4.6440,4.1745,1a4g,13
0.039601,-12.6201,3.5718,1.8076,1a4g,14
0.803034,-15.5533,4.1112,2.8362,1a4g,1
0.133969,-15.4668,4.9693,1.8761,1a4g,2
0.447844,-15.3272,5.1284,2.5644,1a4g,3
0.025588,-14.9847,6.2215,1.5356,1a4g,4
0.001621,-14.8019,4.5421,1.8121,1a4g,5
0.029541,-14.5855,5.3881,2.1513,1a4g,6
0.005233,-14.4434,6.2341,4.1475,1a4g,7
0.001084,-14.1188,4.7600,2.7460,1a4g,8
0.871610,-13.9572,2.9817,1.9747,1a4g,9
0.191691,-14.9614,0.5252,1.0254,1a4h,0
0.206698,-16.0995,0.5048,1.3055,1a4h,1
0.001039,-14.1946,6.7437,2.1938,1a4h,2
0.076682,-13.9271,3.6199,2.0985,1a4h,3
0.047810,-13.5817,7.9083,2.6282,1a4h,4
0.005119,-13.3793,7.7628,1.3413,1a4h,5
0.234068,-13.3104,6.8805,1.8706,1a4h,6
0.895862,-13.4722,0.2643,0.5187,1a4q,0
0.066093,-13.5417,7.6723,2.9215,1a4q,10
0.625537,-13.4680,7.7259,3.7030,1a4q,11
0.057479,-13.3246,7.9508,3.5173,1a4q,12
0.377778,-13.1944,8.4504,4.3693,1a4q,13
0.006899,-13.1221,8.1265,4.9283,1a4q,14
0.044473,-12.9548,7.3556,4.8525,1a4q,15
0.005539,-12.9401,7.9228,3.7547,1a4q,16
0.014594,-12.6653,3.7585,5.0327,1a4q,17
0.483135,-12.5445,6.8937,4.3095,1a4q,18
0.093985,-12.5370,8.5387,4.0917,1a4q,19
0.005141,-15.0167,4.5985,5.0307,1a4q,1
0.112829,-12.3762,5.6551,4.3341,1a4q,20
0.007435,-14.6989,4.6875,5.0271,1a4q,2
0.002774,-14.4672,5.7459,4.6544,1a4q,3
0.251280,-14.3744,8.9911,4.9346,1a4q,4
0.066641,-14.2723,8.5539,4.8870,1a4q,5
0.008640,-14.0572,7.3624,4.9341,1a4q,6
0.154438,-13.9792,8.8590,5.0101,1a4q,7
0.039535,-13.8235,8.9010,4.9471,1a4q,8
0.000147,-13.6096,5.8162,2.5442,1a4q,9
0.882712,-4.6625,1.2967,0.1972,1a5v,0
0.460627,-5.8991,3.3999,0.4773,1a5v,10
0.110144,-5.8077,6.4013,0.1821,1a5v,11
0.025238,-5.7742,9.2626,1.5436,1a5v,12
0.646857,-5.6723,6.6871,1.3026,1a5v,13
0.266217,-5.6087,9.1505,0.2844,1a5v,14
0.232379,-5.5492,8.3507,0.7982,1a5v,15
0.027828,-5.4818,8.9927,0.2122,1a5v,16
0.307736,-5.4651,2.7024,0.1425,1a5v,17
0.122538,-5.4039,6.0193,0.2288,1a5v,18
0.194218,-5.3929,10.9204,1.4888,1a5v,19
0.740402,-6.6687,3.0250,1.3878,1a5v,1
0.482352,-5.1895,8.8643,0.2338,1a5v,20
0.261602,-6.5412,6.1049,1.3977,1a5v,2
0.197707,-6.4618,9.2143,0.3117,1a5v,3
0.199316,-6.2697,4.6031,0.8282,1a5v,4
0.149480,-6.2631,5.9806,1.4671,1a5v,5
0.102182,-6.1156,7.0939,0.1749,1a5v,6
0.104139,-6.0968,9.7462,0.2233,1a5v,7
0.826012,-5.9493,4.7845,1.4882,1a5v,8
0.196802,-5.9171,6.6345,0.1548,1a5v,9
0.204657,-6.4456,1.0498,2.1040,1a7t,0
0.059544,-7.6251,3.4362,2.2870,1a7t,10
0.095930,-7.5877,6.0124,3.4275,1a7t,11
0.005011,-7.4396,6.3823,2.8711,1a7t,12
0.009184,-7.3895,6.3072,3.6210,1a7t,13
0.040031,-7.3570,5.8874,2.3817,1a7t,14
0.098161,-7.3558,5.8288,2.3693,1a7t,15
0.006692,-7.2174,5.8273,2.3444,1a7t,16
0.044033,-7.1213,6.6518,2.4321,1a7t,17
0.021738,-6.9279,9.7446,2.9419,1a7t,18
0.011558,-6.8256,5.0318,2.3704,1a7t,19
0.440089,-8.4108,4.9221,3.4173,1a7t,1
0.043934,-6.6589,4.6368,2.1718,1a7t,20
0.047831,-8.3351,3.1898,2.3482,1a7t,2
0.020180,-8.2258,2.0829,2.4612,1a7t,3
0.064726,-8.2177,5.8881,2.9660,1a7t,4
0.081658,-8.1699,4.2323,2.3873,1a7t,5
0.111462,-8.0974,2.8993,2.4294,1a7t,6
0.033140,-7.9958,2.3047,3.4397,1a7t,7
0.009490,-7.8214,7.4881,2.7471,1a7t,8
0.062320,-7.6892,4.3664,2.4298,1a7t,9
0.797488,-21.3035,0.2591,1.1337,1a7x,0
0.584589,-22.5542,4.6187,1.1998,1a7x,1
0.534139,-21.2376,3.7514,1.3863,1a7x,2
0.821639,-20.7785,1.8875,2.8081,1a7x,3
0.323005,-20.5063,2.9037,2.0645,1a7x,4
0.020704,-19.9296,8.8904,2.4034,1a7x,5
0.006197,-19.6705,10.4378,1.2543,1a7x,6
0.002132,-19.6296,9.8134,2.8658,1a7x,7
0.065812,-19.6261,8.8934,2.0966,1a7x,8
0.928106,-18.0950,0.3861,0.6633,1a85,0
0.546351,-16.6120,7.4303,1.7305,1a85,10
0.003085,-16.4478,8.2565,1.6331,1a85,11
0.008475,-16.4308,8.9768,2.0019,1a85,12
0.032240,-16.4142,5.8130,1.2089,1a85,13
0.001225,-16.4019,7.6112,1.6381,1a85,14
0.069916,-16.3624,5.7981,3.4216,1a85,15
0.002454,-16.1957,7.9092,2.1856,1a85,16
0.002534,-16.1746,5.9402,1.6886,1a85,17
0.020760,-15.9705,7.4486,1.6567,1a85,18
0.291206,-18.8936,2.1948,1.6267,1a85,1
0.114571,-18.8366,2.8712,1.0051,1a85,2
0.009755,-18.6431,6.6531,0.8044,1a85,3
0.948437,-17.6877,3.3872,1.4329,1a85,4
0.066698,-17.5053,3.2485,1.3482,1a85,5
0.021803,-17.4827,6.4164,0.7683,1a85,6
0.009310,-16.9817,7.6374,0.8733,1a85,7
0.005514,-16.8111,7.5060,1.8738,1a85,8
0.012567,-16.6845,7.0332,1.1418,1a85,9
0.468641,-14.6122,0.9721,0.7986,1a86,0
0.037968,-14.2592,4.2072,1.7752,1a86,10
0.010138,-14.2307,6.6127,2.2697,1a86,11
0.016911,-13.8168,3.9281,2.5055,1a86,12
0.007076,-13.8057,6.1824,1.6516,1a86,13
0.039166,-13.7944,4.6306,1.8995,1a86,14
0.018376,-13.7187,6.1392,3.4628,1a86,15
0.101585,-13.5851,11.6110,1.2103,1a86,16
0.273126,-13.4527,12.3798,2.4440,1a86,17
0.002893,-13.4252,9.1240,1.3971,1a86,18
0.343004,-13.2399,7.3031,2.2735,1a86,19
0.010902,-15.9057,2.0581,2.0003,1a86,1
0.014490,-13.2055,6.2363,2.4518,1a86,20
0.323028,-15.5194,1.7957,1.4230,1a86,2
0.003951,-15.3192,6.9504,2.5046,1a86,3
0.055967,-15.2013,4.5355,1.9884,1a86,4
0.138617,-14.8279,3.9991,1.5740,1a86,5
0.009014,-14.7889,3.4492,2.4299,1a86,6
0.000822,-14.7841,2.4235,2.1738,1a86,7
0.008356,-14.7267,3.7146,1.5300,1a86,8
0.936997,-14.4993,5.5714,2.1853,1a86,9
0.168006,-14.1524,1.3537,2.5544,1a8t,0
0.006488,-14.8842,3.8388,2.8326,1a8t,10
0.007472,-14.7417,2.5586,2.1688,1a8t,11
0.007847,-14.4682,4.3815,2.1910,1a8t,12
0.028808,-14.3548,5.1998,2.2954,1a8t,13
0.145621,-17.2468,1.8105,2.6315,1a8t,1
0.006154,-16.4824,1.7369,2.9243,1a8t,2
0.016350,-15.5959,9.5782,3.2542,1a8t,3
0.101218,-15.5248,10.0925,2.5983,1a8t,4
0.003096,-15.0973,3.2897,2.8338,1a8t,5
0.041239,-15.0526,4.6798,3.2541,1a8t,6
0.012450,-15.0442,1.3859,2.9968,1a8t,7
0.025071,-14.9626,14.2973,2.7342,1a8t,8
0.016682,-14.9174,2.3041,3.3526,1a8t,9
0.017764,-13.9441,0.8019,1.3914,1a94,0
0.000181,-13.7200,13.3450,2.0096,1a94,10
0.000111,-13.6204,10.1894,1.9046,1a94,11
0.000743,-13.5333,14.7344,2.1283,1a94,12
0.000024,-13.5180,5.1129,1.7424,1a94,13
0.001067,-13.5131,14.1303,1.9431,1a94,14
0.021215,-13.4001,6.7999,1.8305,1a94,15
0.000095,-13.3920,15.0667,1.8470,1a94,16
0.001578,-13.3306,15.0479,2.4524,1a94,17
0.035924,-13.2693,14.4389,1.6938,1a94,18
0.013415,-13.2173,15.0643,1.7517,1a94,19
0.001099,-14.3557,13.1519,2.6174,1a94,1
0.303066,-13.2089,15.0078,1.7701,1a94,20
0.000039,-14.2893,6.3986,2.0951,1a94,2
0.001414,-14.2146,4.5369,1.9511,1a94,3
0.000656,-14.0831,5.2931,1.5454,1a94,4
0.002502,-14.0611,5.8188,2.1815,1a94,5
0.004420,-14.0030,2.2582,1.9336,1a94,6
0.034547,-13.9777,14.6003,2.0999,1a94,7
0.000005,-13.9017,4.7737,1.8678,1a94,8
0.013703,-13.8012,3.1741,1.9455,1a94,9
0.998376,-9.2891,0.5045,0.3579,1a99,0
0.199757,-5.5611,10.3045,2.2739,1a99,10
0.168043,-5.4800,7.1667,2.2108,1a99,11
0.168558,-5.3383,10.3239,0.7049,1a99,12
0.915999,-5.2779,5.0896,3.7717,1a99,13
0.995955,-8.2685,3.7828,2.1715,1a99,1
0.998143,-7.7700,1.7131,0.4698,1a99,2
0.996854,-7.6750,1.5942,2.2330,1a99,3
0.930153,-7.5119,5.1546,2.1596,1a99,4
0.991797,-6.3973,3.6238,2.2324,1a99,5
0.993088,-6.1927,0.7925,4.2032,1a99,6
0.210356,-6.1310,10.3041,2.1615,1a99,7
0.989053,-5.9454,2.3398,3.0354,1a99,8
0.975605,-5.8129,1.7892,4.2039,1a99,9
0.067917,-17.9018,0.8933,1.0337,1a9m,0
0.012901,-18.0348,10.3395,2.4104,1a9m,10
0.002500,-18.0309,7.7558,2.4157,1a9m,11
0.000484,-18.0148,9.9397,2.0145,1a9m,12
0.003791,-18.0052,11.1112,3.5332,1a9m,13
0.014497,-17.9341,3.3589,2.1826,1a9m,14
0.000914,-17.9268,10.7746,2.4270,1a9m,15
0.000214,-17.9143,3.4506,2.3020,1a9m,16
0.328759,-17.8797,12.2027,2.4048,1a9m,17
0.000136,-17.8331,4.8474,1.4538,1a9m,18
0.001157,-17.7879,11.9999,2.0132,1a9m,19
0.003230,-18.7920,3.0602,1.8495,1a9m,1
0.000022,-17.7769,10.4615,3.2861,1a9m,20
0.077028,-18.6394,10.9322,2.3583,1a9m,2
0.004606,-18.5485,1.6968,1.4998,1a9m,3
0.000920,-18.4547,10.1391,2.0679,1a9m,4
0.000363,-18.1547,8.9857,2.0625,1a9m,5
0.000186,-18.1396,10.7581,2.3726,1a9m,6
0.000320,-18.1306,7.3136,1.9283,1a9m,7
0.003718,-18.1085,7.4192,2.0727,1a9m,8
0.000008,-18.0833,9.7444,2.1340,1a9m,9
0.972921,-7.0079,0.3652,1.2776,1a9q,0
0.004834,-8.0026,7.2223,1.2762,1a9q,10
0.006566,-7.7808,10.9899,1.2778,1a9q,11
0.064004,-7.6998,3.4877,1.2778,1a9q,12
0.759452,-7.4311,5.2982,1.2777,1a9q,13
0.298890,-7.4126,4.4289,1.8587,1a9q,14
0.016062,-7.4006,7.7299,1.8707,1a9q,15
0.026129,-7.2972,4.9293,1.2762,1a9q,16
0.001535,-7.2591,9.8817,1.8621,1a9q,17
0.076499,-7.2084,4.7806,1.2778,1a9q,18
0.001679,-7.0839,8.7936,1.8407,1a9q,19
0.981523,-8.8364,4.0221,1.8818,1a9q,1
0.010025,-7.0463,5.6231,1.9635,1a9q,20
0.923061,-8.7092,2.3982,1.2778,1a9q,2
0.982032,-8.4896,2.9586,1.2779,1a9q,3
0.887880,-8.4815,3.5020,1.8497,1a9q,4
0.195165,-8.4630,3.4574,1.8606,1a9q,5
0.013330,-8.2856,6.4851,1.8590,1a9q,6
0.002617,-8.2645,7.4268,1.8556,1a9q,7
0.229128,-8.2115,10.2648,1.2777,1a9q,8
0.793277,-8.1130,4.1170,1.2777,1a9q,9
0.702637,-12.0766,0.7038,1.2691,1aaq,0
0.049910,-13.0686,11.1776,2.0243,1aaq,10
0.019835,-13.0179,11.2226,1.4408,1aaq,11
0.088716,-12.8364,1.9574,2.3284,1aaq,12
0.000117,-12.7719,11.1570,2.0187,1aaq,13
0.002858,-12.7369,7.1692,3.0518,1aaq,14
0.003557,-12.7046,11.6822,2.0242,1aaq,15
0.000269,-12.6536,4.8747,2.0237,1aaq,16
0.001142,-12.5558,6.0697,1.0185,1aaq,17
0.000507,-12.5252,11.2559,1.4437,1aaq,18
0.000070,-12.4338,4.2275,2.9828,1aaq,19
0.001873,-14.1065,11.1569,2.0278,1aaq,1
0.120351,-12.4053,4.7045,2.8616,1aaq,20
0.122061,-13.9952,4.3832,1.5691,1aaq,2
0.028507,-13.9578,2.9175,0.9424,1aaq,3
0.514512,-13.9504,11.3015,1.3451,1aaq,4
0.340143,-13.3353,3.6347,2.0149,1aaq,5
0.017482,-13.2638,11.4279,0.9550,1aaq,6
0.789661,-13.2618,11.2875,1.3075,1aaq,7
0.007331,-13.2282,4.5810,1.3591,1aaq,8
0.137383,-13.2231,11.3860,1.4433,1aaq,9
0.931511,-19.7991,0.3592,0.5819,1acj,0
0.728980,-20.3366,3.0153,2.2743,1acj,1
0.844491,-20.0732,2.8873,2.2782,1acj,2
0.326633,-19.9718,2.8151,2.3011,1acj,3
0.604232,-19.7504,2.8333,2.3044,1acj,4
0.055188,-18.9173,3.3991,0.7355,1acj,5
0.292550,-7.7364,0.8388,1.2854,1adl,0
0.017229,-6.4558,6.2802,2.5434,1adl,10
0.009061,-6.3868,6.4745,1.2851,1adl,11
0.150252,-6.3786,4.6664,2.1004,1adl,12
0.009686,-6.3442,5.4217,2.5667,1adl,13
0.008595,-6.3317,3.6870,2.5449,1adl,14
0.023911,-6.3081,4.9459,2.5360,1adl,15
0.064572,-6.2386,5.0713,1.3629,1adl,16
0.008439,-6.2250,6.6089,1.1210,1adl,17
0.185553,-6.1663,3.7933,1.9201,1adl,18
0.222868,-6.1521,4.6899,2.5711,1adl,19
0.125030,-6.6984,4.0028,1.0847,1adl,1
0.044004,-6.1263,4.0558,2.3658,1adl,20
0.151824,-6.6530,3.7582,2.5452,1adl,2
0.147570,-6.6252,2.8510,2.5444,1adl,3
0.024253,-6.6228,3.9606,2.5561,1adl,4
0.021281,-6.5578,5.5906,2.4507,1adl,5
0.054220,-6.5354,2.5790,2.4809,1adl,6
0.020914,-6.5167,5.7364,2.4700,1adl,7
0.100731,-6.5101,4.4595,2.4667,1adl,8
0.241689,-6.5014,4.9557,2.5328,1adl,9
0.479284,-14.2134,1.1916,0.8894,1afk,0
0.019524,-15.3131,8.1280,2.4130,1afk,10
0.569021,-15.2017,9.5421,2.3586,1afk,11
0.700079,-15.1465,10.5730,2.4410,1afk,12
0.009715,-15.0798,9.5445,2.3570,1afk,13
0.486928,-15.0161,8.9987,2.2844,1afk,14
0.076216,-14.7889,5.6044,2.4444,1afk,15
0.053979,-14.7383,9.7431,2.4240,1afk,16
0.006966,-14.7176,9.2831,2.2195,1afk,17
0.006047,-14.5542,8.7375,2.3716,1afk,18
0.068875,-14.4656,8.3526,2.2073,1afk,19
0.844763,-16.5329,9.2599,2.2789,1afk,1
0.003113,-14.4649,10.5393,2.3990,1afk,20
0.551150,-15.9727,9.4561,2.3992,1afk,2
0.119040,-15.8460,8.8945,2.2039,1afk,3
0.015087,-15.5725,9.8599,2.4429,1afk,4
0.258515,-15.5647,9.5680,2.3201,1afk,5
0.029420,-15.4606,10.8171,1.5370,1afk,6
0.021628,-15.4436,9.2182,2.4316,1afk,7
0.023783,-15.3809,9.2842,2.8456,1afk,8
0.016715,-15.3295,10.9891,2.3959,1afk,9
0.742381,-11.8710,0.6574,0.7882,1afl,0
0.011503,-11.4703,9.8572,2.1238,1afl,10
0.016008,-11.3766,10.4598,2.4397,1afl,11
0.014429,-11.3632,9.3338,2.3616,1afl,12
0.021020,-11.3355,11.1542,2.3080,1afl,13
0.004459,-11.3192,12.3875,2.4387,1afl,14
0.076751,-11.3048,3.9886,2.3739,1afl,15
0.003033,-11.1402,10.3481,2.3279,1afl,16
0.070424,-11.1233,6.3735,2.3038,1afl,17
0.048854,-11.0156,7.3686,2.4437,1afl,18
0.153989,-11.0094,2.7005,2.4390,1afl,19
0.017759,-12.0470,9.6373,2.3948,1afl,1
0.002406,-10.9195,11.8610,2.4188,1afl,20
0.008352,-11.8278,9.2782,2.3605,1afl,2
0.316376,-11.7942,1.4142,2.3263,1afl,3
0.002764,-11.6917,9.5712,2.4826,1afl,4
0.000471,-11.5591,10.2267,2.4861,1afl,5
0.002192,-11.5462,11.7837,2.3552,1afl,6
0.028796,-11.5308,9.8184,2.3566,1afl,7
0.008481,-11.5083,9.5348,2.3761,1afl,8
0.001244,-11.4893,10.5930,2.1980,1afl,9
0.702634,-6.0130,1.0772,0.1459,1ai4,0
0.219274,-5.6907,6.2509,1.0894,1ai4,10
0.377427,-5.6666,8.1790,1.0893,1ai4,11
0.537255,-5.6289,7.1878,1.0895,1ai4,12
0.379282,-5.5734,6.1539,1.0893,1ai4,13
0.375302,-5.2798,9.3619,1.0893,1ai4,14
0.220390,-5.2162,7.2594,1.0893,1ai4,15
0.331849,-5.1046,7.0652,1.0892,1ai4,16
0.214816,-5.0764,6.7586,1.0893,1ai4,17
0.579207,-5.0692,5.3122,1.0893,1ai4,18
0.247516,-5.0135,5.7344,1.0891,1ai4,19
0.797910,-7.7967,0.8743,1.0895,1ai4,1
0.708851,-4.8363,7.4127,0.1627,1ai4,20
0.532832,-7.4026,4.5645,1.0892,1ai4,2
0.114483,-6.8898,5.0157,1.0893,1ai4,3
0.105613,-6.6193,5.0011,1.0891,1ai4,4
0.179185,-6.5907,4.4352,1.0893,1ai4,5
0.343779,-6.4348,4.3026,1.0893,1ai4,6
0.311372,-6.2404,4.3276,1.0894,1ai4,7
0.100259,-6.2168,5.3544,1.0891,1ai4,8
0.291877,-6.0314,6.7032,1.0891,1ai4,9
0.615581,-8.3732,0.6562,0.5913,1ai5,0
0.629538,-7.9162,5.2059,0.7604,1ai5,10
0.026967,-7.8982,4.9338,0.9043,1ai5,11
0.096744,-7.8166,5.8315,0.7305,1ai5,12
0.091442,-7.7145,8.0743,2.1566,1ai5,13
0.249748,-7.5867,8.8224,1.9159,1ai5,14
0.211913,-7.5854,3.7568,0.7394,1ai5,15
0.062501,-7.5117,5.9149,0.7276,1ai5,16
0.075703,-7.4754,5.8238,1.4060,1ai5,17
0.315315,-7.3819,6.3759,0.7365,1ai5,18
0.043962,-7.2444,9.3722,2.1126,1ai5,19
0.547615,-9.2373,0.8572,0.7404,1ai5,1
0.212847,-7.1443,5.2268,0.7387,1ai5,20
0.743898,-9.1752,8.3549,1.9692,1ai5,2
0.615679,-8.8647,2.5738,0.7542,1ai5,3
0.435382,-8.7058,8.1742,2.0711,1ai5,4
0.218720,-8.4360,3.7356,0.7242,1ai5,5
0.145680,-8.1511,8.4504,2.0122,1ai5,6
0.032790,-8.1502,5.2886,0.7340,1ai5,7
0.051471,-7.9385,5.4765,0.7399,1ai5,8
0.508916,-7.9222,1.7158,0.9037,1ai5,9
0.982085,-9.2783,0.3948,0.1292,1ai6,0
0.436822,-7.3810,7.7759,1.5812,1ai6,10
0.362220,-7.1497,8.0408,1.5953,1ai6,11
0.804745,-7.1432,8.0641,0.8631,1ai6,12
0.313198,-6.8780,7.8923,1.6347,1ai6,13
0.960220,-9.6083,0.6120,1.0409,1ai6,1
0.745552,-9.0482,4.8214,0.9996,1ai6,2
0.670549,-8.1502,7.9769,1.5530,1ai6,3
0.917450,-7.9064,9.0502,1.5269,1ai6,4
0.501186,-7.7050,7.9514,1.6187,1ai6,5
0.442599,-7.5843,7.6829,1.6033,1ai6,6
0.956828,-7.5350,2.3944,1.4336,1ai6,7
0.865348,-7.5342,4.8077,1.6346,1ai6,8
0.387099,-7.4335,7.6334,0.9573,1ai6,9
0.975436,-6.5128,0.4678,0.1614,1ai7,0
0.290847,-5.2233,8.6315,1.0066,1ai7,10
0.732995,-5.0814,13.6600,1.4080,1ai7,11
0.481756,-5.0598,8.0506,0.9284,1ai7,12
0.341178,-5.0495,12.0983,1.0056,1ai7,13
0.449383,-5.0357,9.1145,1.3470,1ai7,14
0.960795,-7.9914,2.2929,0.8020,1ai7,1
0.960175,-7.9907,2.2969,0.7995,1ai7,2
0.677824,-6.6682,8.6088,1.4101,1ai7,3
0.675896,-6.6490,8.5878,1.3584,1ai7,4
0.652498,-5.9914,9.7868,1.4156,1ai7,5
0.284817,-5.8284,8.6582,1.3579,1ai7,6
0.262380,-5.6409,7.6742,1.0059,1ai7,7
0.717776,-5.5049,14.0538,1.0113,1ai7,8
0.597703,-5.4799,9.7298,1.3619,1ai7,9
0.146421,-17.0151,0.8513,1.3013,1aid,0
0.030674,-16.4302,6.1658,1.8056,1aid,10
0.129318,-16.3565,3.5392,1.6568,1aid,11
0.155469,-16.3243,1.7793,1.6364,1aid,12
0.013079,-16.3093,4.9600,1.7773,1aid,13
0.101444,-16.2676,9.9515,1.8152,1aid,14
0.014492,-16.2013,5.5146,1.7672,1aid,15
0.183013,-16.1904,10.3339,1.3002,1aid,16
0.007626,-16.1714,6.3265,1.3004,1aid,17
0.052047,-16.1174,4.0615,1.2554,1aid,18
