cnn_score,smina_score,lig_rmsd,fmax_rmsd,system,smina_rank
0.247314,-5.5197,5.8233,1.5385,1a5v,7
0.051128,-5.4257,9.0460,0.1871,1a5v,8
0.133159,-5.4032,8.9612,1.4134,1a5v,9
0.987594,-4.6625,1.2967,0.1972,1a5v,0
0.992291,-12.3696,0.6770,1.3125,1a69,1
0.270968,-11.2408,5.2910,1.3136,1a69,2
0.822803,-11.1629,3.1669,1.6197,1a69,3
0.623922,-10.9998,5.3752,1.2795,1a69,4
0.999655,-13.9706,0.4673,0.4795,1a69,0
0.002088,-16.9722,9.6069,2.6959,1a7c,10
0.002662,-16.8171,11.1773,1.9646,1a7c,11
0.002793,-16.6585,6.8595,2.7182,1a7c,12
0.003910,-16.6137,11.3460,2.5638,1a7c,13
0.002989,-16.6056,10.0997,2.8952,1a7c,14
0.000045,-16.5298,10.8027,2.9089,1a7c,15
0.004706,-16.4824,11.5050,2.8232,1a7c,16
0.000582,-16.4476,8.1250,1.9035,1a7c,17
0.000071,-16.3102,9.3913,2.8668,1a7c,18
0.000240,-16.0112,10.4423,1.9881,1a7c,19
0.268314,-18.6700,10.7781,2.6433,1a7c,1
0.000097,-15.9370,7.8654,1.9311,1a7c,20
0.002635,-18.1209,4.1057,2.7378,1a7c,2
0.046697,-17.8040,9.9459,2.8172,1a7c,3
0.001582,-17.6680,10.5135,2.7392,1a7c,4
0.001458,-17.5844,8.6980,1.8771,1a7c,5
0.000552,-17.5279,10.5225,2.7121,1a7c,6
0.000162,-17.3458,9.4882,2.6225,1a7c,7
0.002691,-16.9875,6.2638,2.1280,1a7c,8
0.000428,-16.9873,10.6904,2.6859,1a7c,9
0.999988,-20.3781,0.3478,0.7186,1a7c,0
0.960440,-16.2866,4.2628,1.8277,1a85,10
0.938918,-16.1680,7.8281,1.0864,1a85,11
0.763534,-16.1610,3.8023,1.8356,1a85,12
0.988909,-16.1504,8.8353,1.4119,1a85,13
0.988103,-16.1501,3.6582,1.8746,1a85,14
0.998049,-16.0136,7.9585,1.4945,1a85,15
0.851731,-15.8161,6.3290,1.4237,1a85,16
0.954567,-15.6710,5.0576,1.0330,1a85,17
0.980063,-18.5919,2.2289,0.7295,1a85,1
0.878798,-18.1848,2.9914,1.4478,1a85,2
0.893564,-17.5381,6.6622,3.4306,1a85,3
0.522097,-17.4087,5.2223,2.3061,1a85,4
0.658446,-17.2823,4.5445,1.1542,1a85,5
0.988477,-16.9272,3.0414,1.3790,1a85,6
0.979773,-16.7529,2.7850,3.4165,1a85,7
0.999021,-16.6680,7.4713,1.8021,1a85,8
0.991861,-16.4404,3.8658,3.4001,1a85,9
0.999180,-18.0950,0.3861,0.6633,1a85,0
0.920237,-13.7806,5.0047,2.3083,1a86,10
0.661655,-13.7025,7.3727,1.7518,1a86,11
0.985080,-13.6479,7.3145,1.9588,1a86,12
0.982820,-13.5803,7.4712,2.5167,1a86,13
0.803762,-13.5282,3.9834,1.9767,1a86,14
0.609004,-13.4446,5.1791,1.3230,1a86,15
0.801571,-13.4404,8.3641,1.5618,1a86,16
0.850462,-13.3240,5.4944,1.5123,1a86,17
0.995395,-13.2767,5.9760,2.0488,1a86,18
0.135682,-12.8932,9.0466,2.3149,1a86,19
0.829672,-15.4481,2.0533,1.3631,1a86,1
0.884292,-12.8411,5.1847,2.4963,1a86,20
0.860117,-14.9788,6.9759,2.5192,1a86,2
0.720732,-14.7592,3.6175,2.5012,1a86,3
0.929951,-14.4496,3.0610,2.3316,1a86,4
0.910051,-14.2213,5.5297,2.4976,1a86,5
0.364429,-13.9810,7.0144,1.2570,1a86,6
0.708044,-13.9485,4.7401,2.2929,1a86,7
0.014930,-13.8621,6.6954,2.3368,1a86,8
0.912345,-13.8118,6.4886,2.5155,1a86,9
0.989067,-14.6122,0.9721,0.7986,1a86,0
0.989958,-12.7361,0.6845,1.1741,1a8i,1
0.793283,-11.3327,0.2474,0.2301,1a8i,0
0.001259,-12.4952,8.8663,1.0419,1a94,10
0.000014,-12.4759,13.8207,1.8219,1a94,11
0.002716,-12.4590,6.0770,1.8644,1a94,12
0.000651,-12.4225,6.6319,1.1669,1a94,13
0.029679,-12.4051,13.0179,2.6769,1a94,14
0.000239,-12.3674,15.0570,1.0143,1a94,15
0.002751,-12.3575,7.6461,1.1705,1a94,16
0.019750,-12.3389,14.7774,1.5193,1a94,17
0.003131,-12.3111,16.4445,1.4744,1a94,18
0.000115,-12.2796,15.8233,1.8043,1a94,19
0.000364,-13.4700,5.5341,1.3279,1a94,1
0.000568,-12.2720,13.8761,1.4558,1a94,20
0.016101,-13.3690,6.1577,1.1464,1a94,2
0.000036,-13.1049,13.1172,2.0393,1a94,3
0.002498,-12.9461,13.7579,1.4345,1a94,4
0.025501,-12.8897,6.6993,1.1620,1a94,5
0.032918,-12.8456,6.6104,1.5505,1a94,6
0.000151,-12.8193,12.9572,1.9367,1a94,7
0.001358,-12.7357,13.3845,1.7594,1a94,8
0.001911,-12.5839,15.4750,1.1631,1a94,9
0.718487,-14.4739,0.5595,0.6254,1a94,0
0.001809,-17.8617,9.4318,2.1957,1a9m,10
0.000169,-17.6301,10.2495,1.4524,1a9m,11
0.000461,-17.4549,4.0418,1.5958,1a9m,12
0.000115,-17.3700,10.2748,2.0995,1a9m,13
0.002282,-17.3510,5.2263,1.9114,1a9m,14
0.000577,-17.3175,2.0639,2.2590,1a9m,15
0.001213,-17.2214,9.0524,1.5137,1a9m,16
0.000643,-17.1107,9.6418,2.1820,1a9m,17
0.002275,-17.0837,8.9149,1.7228,1a9m,18
0.002213,-16.9901,9.1652,1.8116,1a9m,19
0.025040,-19.0346,1.7397,1.3567,1a9m,1
0.000282,-16.9861,9.5238,1.9057,1a9m,20
0.000291,-18.6656,9.2492,1.8523,1a9m,2
0.000145,-18.5567,10.6484,2.2596,1a9m,3
0.011403,-18.3580,3.2028,1.8022,1a9m,4
0.000321,-18.2836,10.7245,2.1095,1a9m,5
0.000276,-18.1630,7.4601,1.8069,1a9m,6
0.000043,-18.1504,10.1693,1.8794,1a9m,7
0.003461,-18.0001,10.1204,1.4823,1a9m,8
0.001467,-17.9469,10.3940,2.1158,1a9m,9
0.507111,-17.6723,0.8859,0.5736,1a9m,0
0.000926,-12.8895,11.1452,0.9787,1aaq,10
0.077072,-12.7758,4.2487,1.5944,1aaq,11
0.046616,-12.6236,4.9100,2.0705,1aaq,12
0.063108,-12.5880,4.7425,1.4996,1aaq,13
0.000398,-12.4489,11.8374,2.0726,1aaq,14
0.003108,-12.2504,11.4236,2.7790,1aaq,15
0.000513,-12.2409,11.8957,3.1095,1aaq,16
0.014983,-12.1360,11.5904,2.0240,1aaq,17
0.006350,-11.9367,11.0057,0.9055,1aaq,18
0.014258,-11.8281,5.8471,2.4121,1aaq,19
0.032808,-13.7306,2.7636,2.0210,1aaq,1
0.151699,-11.6186,8.4236,2.2689,1aaq,20
0.017647,-13.5789,10.9833,2.0355,1aaq,2
0.567651,-13.5339,1.6793,1.2258,1aaq,3
0.004377,-13.5195,11.0668,2.0243,1aaq,4
0.270929,-13.4945,11.0855,0.9287,1aaq,5
0.058112,-13.4939,10.7967,1.3411,1aaq,6
0.039224,-13.4896,3.7910,2.1773,1aaq,7
0.972029,-13.3159,11.9470,2.0074,1aaq,8
0.480460,-13.1284,11.0795,1.6270,1aaq,9
0.924939,-12.5324,0.9439,1.3482,1aaq,0
0.988796,-11.6144,0.2948,0.7005,1abf,1
0.890318,-10.8762,3.6956,1.2902,1abf,2
0.998995,-12.9888,0.2882,0.7488,1abf,0
0.318958,-17.6861,0.9316,2.2751,1acj,1
0.415135,-17.5059,0.3867,0.3878,1acj,2
0.100223,-16.4970,2.9272,2.2597,1acj,3
0.120522,-16.1393,2.9710,2.2547,1acj,4
0.144288,-15.2188,5.1153,2.3244,1acj,5
0.972116,-19.8002,0.3592,0.5817,1acj,0
0.991193,-19.7523,1.9903,0.8256,1agm,1
0.999696,-18.3705,0.7886,0.3551,1agm,0
0.211344,-10.1961,5.5749,2.7420,1ahx,10
0.731368,-13.0340,6.9927,1.2423,1ahx,1
0.505267,-12.2518,6.2297,2.0698,1ahx,2
0.677438,-12.1866,5.0365,1.2496,1ahx,3
0.980694,-12.1142,1.0336,1.0757,1ahx,4
0.510234,-11.5631,5.6329,2.0393,1ahx,5
0.042790,-11.1801,5.2831,2.1847,1ahx,6
0.896315,-10.9310,4.6420,1.2664,1ahx,7
0.048095,-10.6420,4.1449,1.1615,1ahx,8
0.293633,-10.2584,4.9374,1.1422,1ahx,9
0.994176,-14.4651,0.6787,0.2895,1ahx,0
0.024602,-4.3999,13.9046,0.7546,1ahy,10
0.075115,-4.3918,13.9484,0.7385,1ahy,11
0.196061,-4.1170,14.1448,0.7256,1ahy,12
0.188005,-4.1165,14.1567,0.7558,1ahy,13
0.003288,-3.9935,4.5150,0.6374,1ahy,14
0.067866,-3.8740,6.6213,2.4530,1ahy,15
0.026778,-3.8636,13.6765,0.6010,1ahy,16
0.423204,-6.5617,6.9828,0.7244,1ahy,1
0.252398,-6.5444,6.9777,0.7565,1ahy,2
0.916471,-6.3504,1.2683,0.7543,1ahy,3
0.895859,-6.2731,1.2442,0.7577,1ahy,4
0.249296,-5.7115,5.6917,0.7379,1ahy,5
0.133653,-5.6424,5.9953,0.7579,1ahy,6
0.322757,-4.6234,5.8613,2.4635,1ahy,7
0.036795,-4.6120,13.7217,0.7558,1ahy,8
0.085605,-4.5947,13.6928,0.7379,1ahy,9
0.993749,-6.7966,0.3000,0.3816,1ahy,0
0.000485,-16.5578,10.0175,0.7363,1aid,10
0.001132,-16.4723,10.2650,0.7338,1aid,11
0.014445,-16.3888,8.6601,1.3013,1aid,12
0.000548,-16.3795,2.6285,1.3006,1aid,13
0.000645,-16.0847,2.3542,1.6789,1aid,14
0.000197,-16.0364,10.1089,0.7421,1aid,15
0.000144,-15.9349,9.9625,1.3005,1aid,16
0.001703,-15.9337,10.3478,1.8170,1aid,17
0.001578,-15.9312,6.5529,1.0327,1aid,18
0.000184,-15.8284,9.0074,1.3003,1aid,19
0.002982,-17.8468,10.3076,1.3003,1aid,1
0.000380,-15.5050,8.6926,1.3005,1aid,20
0.005553,-17.6907,10.1314,1.8058,1aid,2
0.001780,-17.4449,1.8998,1.3004,1aid,3
0.001662,-17.3828,3.1441,1.3004,1aid,4
0.000539,-17.2909,2.7225,1.6845,1aid,5
0.004578,-17.1396,10.5813,1.3006,1aid,6
0.000392,-16.7945,10.0732,1.5474,1aid,7
0.000323,-16.7559,3.1042,1.8685,1aid,8
0.001158,-16.6240,9.1053,0.7551,1aid,9
0.698961,-17.0345,0.4578,1.3012,1aid,0
0.998678,-6.3925,6.6593,3.4855,1aj7,10
0.800186,-6.3502,4.6477,0.8518,1aj7,11
0.494380,-6.2959,4.9424,4.0782,1aj7,12
0.905058,-6.2364,6.5892,4.7126,1aj7,13
0.944620,-6.0613,9.3061,0.8694,1aj7,14
0.445204,-5.9054,4.1336,4.1076,1aj7,15
0.825902,-5.7429,6.9136,3.3328,1aj7,16
0.666602,-5.6461,4.7392,4.0857,1aj7,17
0.508838,-5.4196,8.3213,3.0829,1aj7,18
0.645911,-5.3947,6.0351,3.5068,1aj7,19
0.813522,-7.2937,8.4020,1.1695,1aj7,1
0.831352,-5.3940,7.8800,2.9368,1aj7,20
0.959985,-7.0452,3.5604,1.1247,1aj7,2
0.659041,-6.8904,8.1505,3.8666,1aj7,3
0.824846,-6.8741,4.2135,0.7355,1aj7,4
0.703009,-6.8498,5.2000,0.8473,1aj7,5
0.779805,-6.7522,4.9111,0.8583,1aj7,6
0.902144,-6.6502,8.4653,0.8480,1aj7,7
0.734308,-6.5687,5.1316,3.9257,1aj7,8
0.999192,-6.5491,8.0534,1.1765,1aj7,9
0.996636,-8.3554,0.7132,0.8109,1aj7,0
0.958685,-24.0213,5.2962,1.2107,1ajv,1
0.386324,-23.2466,6.6733,1.5409,1ajv,2
0.388070,-22.2211,6.6215,1.9971,1ajv,3
0.999974,-23.1683,0.3958,0.5149,1ajv,0
0.861607,-19.1478,0.8336,2.1271,1ajx,1
0.932481,-19.0488,0.8372,1.0875,1ajx,2
0.761748,-17.9713,6.2109,1.4298,1ajx,3
0.426262,-17.3063,2.5245,1.3329,1ajx,4
0.979610,-17.2132,6.1695,2.4257,1ajx,5
0.080821,-16.5179,5.9871,1.4109,1ajx,6
0.999754,-19.6165,0.5425,0.4598,1ajx,0
0.000453,-8.4053,11.1261,2.4904,1akr,10
0.000705,-8.3352,12.4870,1.4803,1akr,11
0.000354,-8.3209,12.8614,2.1153,1akr,12
0.000253,-8.3067,7.8617,2.3323,1akr,13
0.000553,-8.2665,12.4012,2.1281,1akr,14
0.002123,-8.1245,11.2318,1.4232,1akr,15
0.000399,-8.0612,9.1196,1.3996,1akr,16
0.000210,-7.9297,12.8761,2.5833,1akr,17
0.000351,-7.8238,12.9524,1.8277,1akr,18
0.000679,-7.7050,10.1029,1.7569,1akr,19
0.000183,-9.3556,15.1060,2.5852,1akr,1
0.001072,-7.6111,11.3431,2.1262,1akr,20
0.000056,-8.9757,12.9025,2.5861,1akr,2
0.000024,-8.7207,12.4675,2.5778,1akr,3
0.000045,-8.6732,14.1157,2.1287,1akr,4
0.000394,-8.6145,10.7976,2.1591,1akr,5
0.000092,-8.5756,12.3195,2.5890,1akr,6
0.000074,-8.4615,13.9669,2.5859,1akr,7
0.000787,-8.4608,14.6606,2.1319,1akr,8
0.000043,-8.4372,12.8672,1.3685,1akr,9
0.995958,-15.0800,0.3274,1.2892,1akr,0
0.000045,-5.8228,13.1452,2.8068,1akt,10
0.000771,-5.8179,16.5737,2.6981,1akt,11
0.000201,-5.7602,11.1330,2.7828,1akt,12
0.000602,-5.7162,11.6784,2.1546,1akt,13
0.000264,-5.6229,13.0775,2.4775,1akt,14
0.000016,-5.6088,13.6706,2.6161,1akt,15
0.000020,-5.4297,13.8230,2.7050,1akt,16
0.000087,-5.3958,12.0268,2.4941,1akt,17
0.000389,-5.3327,9.2690,2.8060,1akt,18
0.000139,-5.2226,12.7918,2.4925,1akt,19
0.000111,-6.6385,11.8110,2.7812,1akt,1
0.000018,-5.2185,10.8682,2.7382,1akt,20
0.000254,-6.5777,11.6037,2.7787,1akt,2
0.001864,-6.3423,8.9117,2.8057,1akt,3
0.000024,-6.3034,12.8941,2.7926,1akt,4
0.001537,-6.2951,9.5813,2.7859,1akt,5
0.000072,-6.1797,11.5338,2.8083,1akt,6
0.000546,-6.0986,12.6881,2.8049,1akt,7
0.000219,-6.0617,10.2597,2.3689,1akt,8
0.000065,-6.0204,15.1256,3.0204,1akt,9
0.998305,-15.5807,0.3428,1.3253,1akt,0
0.002240,-9.0929,7.3130,1.2960,1akv,10
0.000264,-8.9135,6.4013,2.1916,1akv,11
0.001961,-8.8974,10.8686,2.1086,1akv,12
0.000474,-8.8959,8.8135,1.2962,1akv,13
0.000256,-8.8632,12.6413,2.1020,1akv,14
0.005145,-8.8342,11.4488,1.9466,1akv,15
0.006902,-8.7833,10.5449,2.1006,1akv,16
0.000690,-8.7039,13.5307,2.1037,1akv,17
0.008864,-8.6836,10.2810,2.1092,1akv,18
0.000156,-8.5396,10.1134,2.8965,1akv,19
0.197793,-10.2728,5.8883,2.8451,1akv,1
0.001614,-8.5195,11.8447,1.9212,1akv,20
0.579972,-10.2299,5.9935,2.1447,1akv,2
0.002154,-10.0562,6.3919,2.7873,1akv,3
0.001334,-9.8556,7.8369,1.2960,1akv,4
0.007482,-9.7656,10.8517,2.4478,1akv,5
0.119609,-9.7395,7.3290,2.8872,1akv,6
0.188404,-9.6363,5.0056,2.8269,1akv,7
0.046353,-9.2031,7.6310,2.1991,1akv,8
0.079178,-9.1001,8.1949,2.3261,1akv,9
0.996009,-14.4454,0.4537,1.2964,1akv,0
0.000327,-10.1118,12.1207,2.1634,1akw,10
0.000055,-10.0503,11.7628,1.5191,1akw,11
0.000366,-10.0005,8.9758,2.7603,1akw,12
0.000920,-9.8882,11.0265,2.1696,1akw,13
0.000962,-9.6386,15.8765,2.4854,1akw,14
0.001048,-9.5038,8.9366,1.2829,1akw,15
0.000089,-9.4848,12.1184,1.2828,1akw,16
0.000710,-9.4667,11.9879,1.8941,1akw,17
0.000130,-9.4604,9.6816,2.1583,1akw,18
0.000034,-9.3780,13.6628,2.5179,1akw,19
0.000020,-11.5682,5.3990,2.2930,1akw,1
0.000796,-9.2397,10.8431,1.2829,1akw,20
0.000755,-11.1286,7.3708,2.7210,1akw,2
0.000028,-10.7955,7.2361,2.4950,1akw,3
0.002128,-10.7527,6.4272,2.1999,1akw,4
0.000829,-10.7029,8.8483,2.6989,1akw,5
0.000760,-10.6653,6.5334,2.2154,1akw,6
0.000111,-10.4923,10.2132,1.2831,1akw,7
0.003632,-10.3982,5.6271,2.1424,1akw,8
0.066805,-10.3793,8.7150,2.2048,1akw,9
0.993546,-18.1433,0.2814,1.2849,1akw,0
0.001165,-4.1188,11.3379,1.3181,1alw,10
0.128255,-4.0540,15.0043,1.0716,1alw,11
0.004251,-3.9808,4.5749,1.0898,1alw,12
0.106458,-3.9328,15.0033,1.3163,1alw,13
0.021633,-3.9179,14.4216,1.5351,1alw,14
0.007036,-3.9031,11.6717,1.5547,1alw,15
0.011963,-3.7013,2.9499,1.5257,1alw,16
0.032039,-3.6081,13.1665,1.3110,1alw,17
0.006936,-3.3862,4.9298,1.0888,1alw,18
0.027935,-3.3171,11.7198,1.0700,1alw,19
0.414091,-6.2836,3.1670,1.1140,1alw,1
0.240319,-6.2094,2.4536,0.5817,1alw,2
0.227487,-4.8266,4.7755,1.1534,1alw,3
0.011985,-4.4289,1.8633,1.3110,1alw,4
0.019522,-4.4228,2.7010,1.0833,1alw,5
0.017303,-4.2334,12.6220,1.5717,1alw,6
0.034212,-4.1982,13.3575,1.0829,1alw,7
0.021271,-4.1891,4.1797,1.7728,1alw,8
0.001006,-4.1306,11.2773,1.0394,1alw,9
0.956207,-6.1396,1.8057,0.7420,1alw,0
0.032211,-11.0339,5.1659,0.8978,1amn,1
0.138887,-10.5319,1.5417,0.8731,1amn,2
0.019494,-10.5287,4.1624,0.6332,1amn,3
0.086798,-10.5033,5.2019,0.5753,1amn,4
0.032298,-9.8986,10.3548,0.5602,1amn,5
0.492193,-9.8878,9.9954,0.5449,1amn,6
0.014198,-9.4074,13.1179,0.5732,1amn,7
0.220786,-9.1738,2.6821,0.8641,1amn,8
0.989774,-10.0936,1.1987,0.3798,1amn,0
0.114810,-9.1889,8.7740,1.2291,1aqi,10
0.000521,-9.0873,8.5626,0.7254,1aqi,11
0.000400,-8.8642,5.9471,0.7243,1aqi,12
0.007348,-8.7257,8.9395,0.7800,1aqi,13
0.079624,-8.6388,14.1719,0.7793,1aqi,14
0.076128,-8.6088,8.0295,0.6765,1aqi,15
0.086892,-8.0818,6.8853,0.7271,1aqi,16
0.077828,-8.0432,9.6872,0.5537,1aqi,17
0.039967,-7.8719,11.2403,0.7201,1aqi,18
0.209815,-7.8488,15.3254,1.2282,1aqi,19
0.022630,-10.7654,8.5705,0.6882,1aqi,1
0.985941,-10.6455,3.3987,0.6922,1aqi,2
0.994504,-10.4919,0.6525,1.2414,1aqi,3
0.001159,-9.9505,10.3259,0.7205,1aqi,4
0.981947,-9.9470,2.8800,1.2012,1aqi,5
0.020227,-9.6658,8.1847,1.1763,1aqi,6
0.009049,-9.3592,8.4700,0.7700,1aqi,7
0.285530,-9.2963,8.1371,0.7169,1aqi,8
0.167277,-9.2295,8.2215,0.7750,1aqi,9
0.995871,-10.9191,0.4046,0.6967,1aqi,0
0.000146,-8.7318,11.7966,3.5103,1at5,10
0.013600,-8.7047,6.5525,3.1356,1at5,11
0.000471,-8.4998,13.4161,3.3656,1at5,12
0.000611,-8.4539,10.1016,3.5312,1at5,13
0.000592,-8.4093,7.3355,3.5577,1at5,14
0.008143,-8.3982,3.7292,3.5066,1at5,15
0.001198,-8.3805,8.3538,2.2107,1at5,16
0.001539,-8.3528,9.4995,3.2795,1at5,17
0.000556,-8.1415,14.6539,2.9825,1at5,18
0.032237,-8.0204,10.4647,3.6425,1at5,19
0.164818,-10.6138,1.8939,3.4579,1at5,1
0.000911,-7.9881,9.3881,3.3305,1at5,20
0.124579,-10.3419,1.9173,2.8322,1at5,2
0.000707,-10.1404,12.6452,3.6036,1at5,3
0.000684,-9.9717,12.6756,3.3366,1at5,4
0.285473,-9.5874,3.2635,1.9735,1at5,5
0.049422,-9.4939,7.1537,3.5623,1at5,6
0.022010,-9.3962,7.1556,3.3793,1at5,7
0.000746,-8.8110,8.7545,3.5449,1at5,8
0.000928,-8.7435,10.4981,3.4190,1at5,9
0.991888,-8.8565,1.6448,1.7940,1at5,0
0.000119,-8.9397,8.1633,0.8076,1at6,10
0.001962,-8.9353,5.8659,0.5189,1at6,11
0.000052,-8.8099,9.0694,2.8468,1at6,12
0.000572,-8.8008,10.6878,1.5579,1at6,13
0.000263,-8.6610,8.6191,2.5987,1at6,14
0.012030,-8.6565,8.9475,2.6602,1at6,15
0.000379,-8.6195,9.0074,1.8838,1at6,16
0.458773,-11.5730,0.7457,2.3729,1at6,1
0.372766,-11.0034,3.5411,2.3047,1at6,2
0.000187,-10.0130,8.1911,0.8576,1at6,3
0.005728,-9.7102,6.1333,0.7689,1at6,4
0.001127,-9.7046,8.8292,0.8462,1at6,5
0.000027,-9.4184,11.5235,2.4898,1at6,6
0.001842,-9.1541,9.1902,0.7263,1at6,7
0.000159,-9.0195,8.1139,2.4918,1at6,8
0.000328,-8.9786,11.3467,0.6654,1at6,9
0.995848,-9.0192,0.5613,0.2885,1at6,0
0.000700,-8.1403,6.7622,1.3679,1atl,10
0.000045,-8.0991,6.0130,2.2969,1atl,11
0.002272,-8.0726,3.3294,1.3036,1atl,12
0.000104,-8.0226,6.8171,2.8601,1atl,13
0.000539,-7.9919,10.0704,2.8641,1atl,14
0.000182,-7.9907,6.2275,1.1885,1atl,15
0.000023,-7.8679,9.8155,1.2074,1atl,16
0.000021,-7.7095,8.8982,1.8899,1atl,17
0.000026,-7.6242,6.7850,2.0046,1atl,18
0.000038,-7.6159,7.9460,2.4394,1atl,19
0.010507,-10.0705,7.3152,2.8684,1atl,1
0.000008,-7.5805,4.9013,2.8720,1atl,20
0.016329,-9.7382,2.5924,2.8627,1atl,2
0.118200,-9.6806,2.4553,2.8533,1atl,3
0.000161,-9.3022,3.2093,2.8721,1atl,4
0.000323,-9.2520,3.9845,2.8663,1atl,5
0.000044,-8.8597,4.7607,2.8655,1atl,6
0.000039,-8.8066,4.3628,2.2842,1atl,7
0.000029,-8.4248,4.7506,2.8647,1atl,8
0.001039,-8.3577,5.8140,2.8469,1atl,9
0.986131,-12.2867,1.4547,1.2774,1atl,0
0.931389,-15.3815,0.7764,1.2962,1avd,1
0.000864,-12.5855,13.1620,2.7952,1avd,2
0.542538,-12.5693,5.0821,2.6090,1avd,3
0.993844,-13.6043,0.6725,1.2964,1avd,0
0.009313,-1.4622,3.5052,2.2830,1avn,10
0.029733,-1.4007,7.3966,1.1597,1avn,11
0.058323,-1.3073,11.4511,1.2004,1avn,12
0.137529,-1.2964,10.6945,1.1569,1avn,13
0.009167,-1.2845,4.0099,1.2376,1avn,14
0.025766,-1.2605,13.3663,1.2362,1avn,15
0.022047,-1.2450,5.8254,1.2377,1avn,16
0.004912,-1.0587,1.5778,2.4255,1avn,17
0.008527,-0.9972,4.4470,1.2029,1avn,18
0.038999,-0.9836,9.9501,1.1988,1avn,19
0.121750,-2.5071,3.3549,1.1587,1avn,1
0.030820,-0.8976,10.5772,1.1991,1avn,20
0.033041,-2.2062,3.9257,1.2416,1avn,2
