cnn_score,smina_score,lig_rmsd,fmax_rmsd,rank
0.003835,-7.3277,6.6647,1.3799,3
0.001201,-7.2331,6.7682,1.3178,4
0.000035,-7.2282,15.4159,2.5544,5
0.000365,-7.1794,11.7699,2.5344,6
0.000038,-7.1077,12.1146,1.0991,7
0.000865,-7.0874,14.9662,1.3230,8
0.001000,-7.0723,12.8506,2.6850,9
0.000367,-11.9446,5.4951,3.4759,10
0.000145,-11.5473,9.8526,3.3379,11
0.002647,-11.3752,4.6275,3.6087,12
0.049087,-11.3345,6.6810,1.5789,13
0.000106,-11.3291,8.5968,3.4367,14
0.000165,-11.3210,8.3842,1.9269,15
0.000845,-11.1879,9.0239,1.9344,16
0.001278,-11.0820,3.6867,3.4248,17
0.000102,-11.0395,12.9464,2.4491,18
0.000595,-10.8922,8.4570,3.4190,19
0.424406,-13.3241,2.5373,2.5351,1
0.000056,-10.7555,8.8804,2.9624,20
0.016613,-13.2538,2.3718,3.2629,2
0.182793,-13.1984,1.4536,0.9116,3
0.015388,-12.5769,5.4928,3.1573,4
0.000057,-12.4867,9.6268,3.4622,5
0.000029,-12.3940,8.9411,1.8959,6
0.000209,-12.3923,8.7191,1.9184,7
0.000045,-12.3418,5.6436,3.3990,8
0.000178,-12.1438,8.1246,1.3215,9
0.098886,-13.0288,3.0066,2.0311,10
0.045209,-13.0033,2.5587,1.3194,11
0.000104,-12.9970,6.4770,2.6551,12
0.250879,-12.8115,1.2326,2.2112,13
0.009955,-12.7038,8.8185,1.2601,14
0.268581,-12.6191,2.7038,2.4220,15
0.007783,-12.6016,6.7997,2.3559,16
0.001865,-12.5730,3.5293,2.3356,17
0.001196,-12.5333,5.5961,2.2370,18
0.008619,-12.4963,8.2305,2.3508,19
0.932854,-13.8412,0.8133,1.8103,1
0.075080,-12.4869,9.2156,3.1731,20
0.035391,-13.7778,7.4994,2.3366,2
0.008593,-13.5599,4.1098,2.2743,3
0.027981,-13.3691,7.5630,0.5559,4
0.020340,-13.2545,7.7298,1.8467,5
0.014438,-13.2220,7.8415,2.6817,6
0.026411,-13.1718,5.7042,1.2462,7
0.039997,-13.1117,7.8268,2.1508,8
0.156371,-13.0288,8.8436,2.3192,9
0.004479,-13.8096,8.5164,1.7389,10
0.766846,-16.7979,2.3657,1.6921,1
0.137467,-16.2447,8.3037,2.3973,2
0.048398,-15.5970,7.3243,2.7229,3
0.031330,-15.4026,9.8730,1.9108,4
0.000197,-14.8175,9.5907,1.8517,5
0.004697,-14.7532,3.2896,1.5931,6
0.000279,-14.5318,4.8302,2.8433,7
0.000220,-14.1355,10.2245,1.7959,8
0.000134,-13.8937,10.2437,3.2489,9
0.977931,-13.5760,1.3328,1.2731,1
0.960007,-13.4702,1.4384,1.2728,2
0.439277,-11.8502,6.7293,1.2727,3
0.258463,-11.5255,7.1570,1.2730,4
0.439556,-11.5085,6.7403,1.2735,5
0.177588,-11.4224,4.4901,0.8689,6
0.518781,-11.1247,4.0180,1.2734,7
0.093602,-10.9051,7.2580,2.5663,8
0.000024,-10.4853,7.0970,1.9900,10
0.000026,-10.4822,5.8426,3.1080,11
0.035609,-10.4242,5.5036,2.0876,12
0.134876,-10.3809,8.5576,1.9595,13
0.000712,-10.3609,5.8495,2.1242,14
0.011027,-10.3478,7.9284,2.1443,15
0.005548,-10.3401,6.8661,2.4167,16
0.000073,-10.3252,8.8754,2.0151,17
0.000088,-10.3207,5.4898,2.1157,18
0.000237,-10.2310,6.4545,1.6465,19
0.019381,-12.1965,5.3221,1.9032,1
0.000032,-10.0628,7.8018,2.0453,20
0.002320,-12.1895,2.5137,1.9940,2
0.002581,-12.0045,5.4801,2.4135,3
0.051635,-11.7693,3.5381,2.0686,4
0.148164,-11.2967,1.8671,3.2602,5
0.009705,-11.0876,3.9316,1.8056,6
0.000016,-10.7977,6.3944,1.1365,7
0.000536,-10.5204,4.8703,2.8825,8
0.001128,-10.5132,6.9694,3.2528,9
0.078510,-5.0160,12.4174,2.9008,10
0.036924,-4.9826,11.8007,2.9689,11
0.009823,-4.8569,6.9896,2.8783,12
0.007714,-4.8424,6.4597,3.0657,13
0.015987,-4.7241,11.6254,2.9399,14
0.018018,-4.6766,6.4858,3.1039,15
0.024897,-4.6567,12.1424,2.9537,16
0.008294,-4.5648,8.7036,2.9131,17
0.181873,-4.5574,11.5610,2.9509,18
0.005108,-4.0814,10.9751,3.0588,19
0.618277,-6.3203,4.9660,2.4669,1
0.070757,-3.8979,12.1914,2.9808,20
0.709513,-5.8971,0.9582,2.4855,2
0.009443,-5.4920,4.3937,2.4495,3
0.012254,-5.4603,6.3724,2.9617,4
0.010263,-5.3454,6.7922,2.9704,5
0.136821,-5.3167,4.9163,1.9376,6
0.376131,-5.3028,1.4442,2.1161,7
0.042815,-5.2986,7.6544,2.9328,8
0.005479,-5.0173,6.1836,2.0416,9
0.048348,-16.2866,4.2628,1.8277,10
0.002189,-16.1680,7.8281,1.0864,11
0.015665,-16.1610,3.8023,1.8356,12
0.012021,-16.1504,8.8353,1.4119,13
0.093349,-16.1501,3.6582,1.8746,14
0.015297,-16.0136,7.9585,1.4945,15
0.000679,-15.8161,6.3290,1.4237,16
0.001015,-15.6710,5.0576,1.0330,17
0.065323,-18.5919,2.2289,0.7295,1
0.052756,-18.1848,2.9914,1.4478,2
0.121408,-17.5381,6.6622,3.4306,3
0.066074,-17.4087,5.2223,2.3061,4
0.000970,-17.2823,4.5445,1.1542,5
0.005726,-16.9272,3.0414,1.3790,6
0.044535,-16.7529,2.7850,3.4165,7
0.039264,-16.6680,7.4713,1.8021,8
0.088033,-16.4404,3.8658,3.4001,9
0.012890,-13.7806,5.0047,2.3083,10
0.003072,-13.7025,7.3727,1.7518,11
0.019356,-13.6479,7.3145,1.9588,12
0.109573,-13.5803,7.4712,2.5167,13
0.008469,-13.5282,3.9834,1.9767,14
0.002611,-13.4446,5.1791,1.3230,15
0.001465,-13.4404,8.3641,1.5618,16
0.000333,-13.3240,5.4944,1.5123,17
0.297412,-13.2767,5.9760,2.0488,18
0.011489,-12.8932,9.0466,2.3149,19
0.079136,-15.4481,2.0533,1.3631,1
0.028858,-12.8411,5.1847,2.4963,20
0.032800,-14.9788,6.9759,2.5192,2
0.017033,-14.7592,3.6175,2.5012,3
0.045701,-14.4496,3.0610,2.3316,4
0.047885,-14.2213,5.5297,2.4976,5
0.001083,-13.9810,7.0144,1.2570,6
0.020496,-13.9485,4.7401,2.2929,7
0.000868,-13.8621,6.6954,2.3368,8
0.018068,-13.8118,6.4886,2.5155,9
0.000075,-15.9018,10.7091,3.6477,10
0.000019,-15.7247,11.1300,3.4481,11
0.000283,-15.4837,6.4146,3.6503,12
0.000036,-15.4020,11.0821,3.5401,13
0.002643,-15.3683,14.2917,3.6540,14
0.001216,-15.2337,11.6772,3.4328,15
0.000365,-15.0634,8.7588,3.4773,16
0.001465,-15.0574,14.4645,3.4479,17
0.003947,-17.9773,1.9998,2.4277,1
0.000629,-16.5311,10.9121,3.6326,2
0.001581,-16.5197,10.4597,2.6140,3
0.001222,-16.3321,11.0663,2.3714,4
0.004005,-16.3255,8.8608,3.1313,5
0.013792,-16.3101,5.7321,3.4464,6
0.001486,-16.2061,9.5681,3.4475,7
0.000344,-16.1311,13.9749,2.4800,8
0.003547,-15.9880,12.0352,2.7957,9
0.004143,-13.3610,6.7839,0.9507,10
0.103142,-13.3427,6.1671,1.1615,11
0.820261,-13.3386,9.3575,1.1572,12
0.791205,-13.2777,9.3002,0.9465,13
0.003775,-13.1954,9.0112,1.0947,14
0.237068,-13.0275,8.2228,0.6876,15
0.275631,-13.0137,8.9868,0.5791,16
0.908203,-13.0089,9.0430,0.8284,17
0.017820,-12.9689,5.4571,0.9405,18
0.013631,-12.9051,8.0647,0.9470,19
0.978794,-14.9744,0.9525,0.8891,1
0.015821,-12.8014,5.5567,1.1462,20
0.352644,-13.7978,4.4349,0.9468,2
0.221020,-13.7853,8.1693,0.9489,3
0.126559,-13.6979,4.9169,0.4280,4
0.164743,-13.6720,8.5773,0.9470,5
0.021965,-13.4233,8.2775,0.7305,6
0.008959,-13.3945,8.5393,0.8299,7
0.031118,-13.3864,5.7001,0.9389,8
0.750451,-13.3702,5.2675,2.0334,9
0.881033,-8.6066,4.5230,0.7560,10
0.998842,-11.3880,0.4230,0.3996,1
0.994066,-11.1160,4.5192,0.4223,2
0.813652,-10.9943,4.4423,1.2292,3
0.777654,-10.3343,4.8989,0.7770,4
0.622665,-9.6068,5.4035,0.8867,5
0.990494,-9.5792,3.0135,0.6673,6
0.081985,-9.0315,4.6005,1.1146,7
0.846121,-8.8770,5.6405,0.8983,8
0.063077,-8.6531,5.8243,0.6985,9
0.071686,-11.4392,7.7949,2.4328,10
0.002914,-11.4335,7.8174,1.2250,11
0.597902,-11.3092,2.5139,2.4188,12
0.518066,-11.1214,6.2549,2.1984,13
0.242442,-10.9983,6.0173,2.8612,14
0.075253,-10.7864,3.5040,2.2208,15
0.175049,-10.6830,6.3159,2.3861,16
0.596944,-10.3680,3.3312,2.7508,17
0.583774,-10.2263,3.9518,2.7406,18
0.018445,-10.2247,8.0514,2.4440,19
0.913946,-12.7843,1.8870,3.0752,1
0.013134,-10.0961,7.4567,1.4188,20
0.624741,-12.5327,1.8688,1.1433,2
0.420034,-12.2243,2.6160,3.0852,3
0.133895,-11.8886,5.8897,3.2115,4
0.364775,-11.8751,5.7062,2.2457,5
0.031738,-11.7381,8.0495,1.7462,6
0.026547,-11.7363,9.0213,2.4204,7
0.078583,-11.6188,9.8022,1.0107,8
0.323371,-11.5368,2.5572,3.1337,9
0.001081,-9.0357,13.2643,2.3037,10
0.360064,-9.0324,8.1919,1.5774,11
0.075661,-9.0188,9.2886,1.6108,12
0.032604,-9.0181,11.4369,2.3185,13
0.010370,-9.0034,10.5696,1.6024,14
0.049349,-8.9774,11.8820,2.0254,15
0.012426,-8.9566,13.7273,1.5983,16
0.031566,-8.8647,12.1630,1.5014,17
0.007241,-8.8507,11.0539,2.3632,18
0.101245,-8.8261,11.5597,2.4329,19
0.006101,-9.4392,13.0206,1.6003,1
0.001532,-8.5372,12.6475,2.3230,20
0.207442,-9.3923,8.1062,1.2526,2
0.121254,-9.3061,11.7650,1.5686,3
0.094670,-9.2505,12.1414,2.0411,4
0.037746,-9.2504,9.0162,2.3026,5
0.123031,-9.2503,11.2128,2.3628,6
0.040756,-9.1920,14.3671,1.7673,7
0.023321,-9.0879,12.6744,1.2478,8
0.008305,-9.0745,11.3104,2.3039,9
0.134784,-6.0724,11.2718,2.8932,10
0.166628,-6.0556,12.0128,1.7150,11
0.999860,-8.9096,0.9733,0.9976,1
0.999799,-8.8867,0.9753,2.9159,2
0.218409,-6.8193,13.2142,2.5006,3
0.125561,-6.7107,13.7952,1.7099,4
0.278373,-6.6399,13.3163,1.7057,5
0.044641,-6.2318,8.9400,2.5075,6
0.235403,-6.2111,9.7638,1.7033,7
0.225408,-6.1398,12.6199,2.8223,8
0.140988,-6.1273,11.3672,1.7172,9
0.398933,-10.1961,5.5749,2.7420,10
0.659753,-13.0340,6.9927,1.2423,1
0.726466,-12.2518,6.2297,2.0698,2
0.726552,-12.1866,5.0365,1.2496,3
0.991798,-12.1142,1.0336,1.0757,4
0.617929,-11.5631,5.6329,2.0393,5
0.540697,-11.1801,5.2831,2.1847,6
0.673902,-10.9310,4.6420,1.2664,7
0.127257,-10.6420,4.1449,1.1615,8
0.386252,-10.2584,4.9374,1.1422,9
0.299673,-4.3999,13.9046,0.7546,10
0.487867,-4.3918,13.9484,0.7385,11
0.448202,-4.1170,14.1448,0.7256,12
0.469382,-4.1165,14.1567,0.7558,13
0.054983,-3.9935,4.5150,0.6374,14
0.326434,-3.8740,6.6213,2.4530,15
0.125031,-3.8636,13.6765,0.6010,16
0.352050,-6.5617,6.9828,0.7244,1
0.312442,-6.5444,6.9777,0.7565,2
0.434496,-6.3504,1.2683,0.7543,3
0.538833,-6.2731,1.2442,0.7577,4
0.125321,-5.7115,5.6917,0.7379,5
0.168425,-5.6424,5.9953,0.7579,6
0.711061,-4.6234,5.8613,2.4635,7
0.108594,-4.6120,13.7217,0.7558,8
0.171317,-4.5947,13.6928,0.7379,9
0.988871,-16.1553,0.4654,2.1757,1
0.921441,-14.5173,2.8613,2.1687,2
0.902362,-13.9821,2.9034,2.5551,3
0.008012,-8.4053,11.1261,2.4904,10
0.001424,-8.3352,12.4870,1.4803,11
0.000722,-8.3209,12.8614,2.1153,12
0.000384,-8.3067,7.8617,2.3323,13
0.002641,-8.2665,12.4012,2.1281,14
0.014386,-8.1245,11.2318,1.4232,15
0.000927,-8.0612,9.1196,1.3996,16
0.001053,-7.9297,12.8761,2.5833,17
0.001511,-7.8238,12.9524,1.8277,18
0.002130,-7.7050,10.1029,1.7569,19
0.002697,-9.3556,15.1060,2.5852,1
0.001534,-7.6111,11.3431,2.1262,20
0.002867,-8.9757,12.9025,2.5861,2
0.001288,-8.7207,12.4675,2.5778,3
0.001078,-8.6732,14.1157,2.1287,4
0.001177,-8.6145,10.7976,2.1591,5
0.004081,-8.5756,12.3195,2.5890,6
0.001619,-8.4615,13.9669,2.5859,7
0.003138,-8.4608,14.6606,2.1319,8
0.013834,-8.4372,12.8672,1.3685,9
0.001305,-5.8228,13.1452,2.8068,10
0.006289,-5.8179,16.5737,2.6981,11
0.000944,-5.7602,11.1330,2.7828,12
0.010432,-5.7162,11.6784,2.1546,13
0.004001,-5.6229,13.0775,2.4775,14
0.001037,-5.6088,13.6706,2.6161,15
0.000336,-5.4297,13.8230,2.7050,16
0.003553,-5.3958,12.0268,2.4941,17
0.001333,-5.3327,9.2690,2.8060,18
0.000389,-5.2226,12.7918,2.4925,19
0.000119,-6.6385,11.8110,2.7812,1
0.000496,-5.2185,10.8682,2.7382,20
0.003383,-6.5777,11.6037,2.7787,2
0.012461,-6.3423,8.9117,2.8057,3
0.001308,-6.3034,12.8941,2.7926,4
0.021305,-6.2951,9.5813,2.7859,5
0.001594,-6.1797,11.5338,2.8083,6
0.002297,-6.0986,12.6881,2.8049,7
0.000102,-6.0617,10.2597,2.3689,8
0.001555,-6.0204,15.1256,3.0204,9
0.991792,-15.1686,0.7292,2.0821,1
0.957270,-12.3711,1.4941,2.9102,2
0.965750,-12.2212,3.2574,2.0751,3
0.001050,-9.0929,7.3130,1.2960,10
0.000194,-8.9135,6.4013,2.1916,11
0.018268,-8.8974,10.8686,2.1086,12
0.002256,-8.8959,8.8135,1.2962,13
0.003962,-8.8632,12.6413,2.1020,14
0.000601,-8.8342,11.4488,1.9466,15
0.006528,-8.7833,10.5449,2.1006,16
0.000774,-8.7039,13.5307,2.1037,17
0.007882,-8.6836,10.2810,2.1092,18
0.000084,-8.5396,10.1134,2.8965,19
0.050063,-10.2728,5.8883,2.8451,1
0.002077,-8.5195,11.8447,1.9212,20
0.278214,-10.2299,5.9935,2.1447,2
0.000281,-10.0562,6.3919,2.7873,3
0.002175,-9.8556,7.8369,1.2960,4
0.001285,-9.7656,10.8517,2.4478,5
0.019543,-9.7395,7.3290,2.8872,6
0.090575,-9.6363,5.0056,2.8269,7
0.143355,-9.2031,7.6310,2.1991,8
0.120815,-9.1001,8.1949,2.3261,9
0.007088,-10.1118,12.1207,2.1634,10
0.000033,-10.0503,11.7628,1.5191,11
0.000711,-10.0005,8.9758,2.7603,12
0.002815,-9.8882,11.0265,2.1696,13
0.002218,-9.6386,15.8765,2.4854,14
0.008176,-9.5038,8.9366,1.2829,15
0.000047,-9.4848,12.1184,1.2828,16
0.003884,-9.4667,11.9879,1.8941,17
0.000085,-9.4604,9.6816,2.1583,18
0.003920,-9.3780,13.6628,2.5179,19
0.001236,-11.5682,5.3990,2.2930,1
0.007321,-9.2397,10.8431,1.2829,20
0.000524,-11.1286,7.3708,2.7210,2
0.000633,-10.7955,7.2361,2.4950,3
0.003673,-10.7527,6.4272,2.1999,4
0.000267,-10.7029,8.8483,2.6989,5
0.000261,-10.6653,6.5334,2.2154,6
0.000265,-10.4923,10.2132,1.2831,7
0.123106,-10.3982,5.6271,2.1424,8
0.121290,-10.3793,8.7150,2.2048,9
0.060477,-12.8783,11.9228,1.3570,10
0.071919,-12.8603,11.7023,2.7738,11
0.036872,-12.7760,9.4187,1.3272,12
0.003617,-12.5173,8.0204,2.2146,13
0.057693,-12.4093,8.2845,2.2251,14
0.959882,-15.3767,1.5331,1.4709,1
0.706887,-14.3711,8.3998,1.3861,2
0.227281,-13.4234,10.4229,1.3256,3
0.607639,-13.4179,9.3588,2.2869,4
0.104500,-13.4094,11.4100,1.3263,5
0.000301,-13.3859,9.1584,1.3269,6
0.012297,-13.3430,4.7258,1.3269,7
0.208031,-12.9251,10.6899,1.3269,8
0.197980,-12.9175,10.0714,2.1879,9
0.776077,-12.2617,11.1580,1.3995,10
0.009537,-11.8813,9.0272,1.3118,11
0.897624,-14.5841,1.4760,1.4165,1
0.487287,-13.7685,8.3908,1.3244,2
0.003661,-13.1788,9.8206,1.3247,3
0.121248,-12.9437,10.9004,1.3247,4
0.014404,-12.5670,9.0378,2.2762,5
0.099766,-12.5399,4.8974,1.2986,6
0.056387,-12.4664,10.1021,1.3242,7
0.023355,-12.3091,10.9322,1.3228,8
0.004202,-12.2734,9.8927,1.3241,9
0.041748,-9.7482,13.1706,3.3402,10
0.001733,-9.7461,7.4397,3.3308,11
0.002466,-9.7407,10.8234,1.2712,12
0.002688,-9.7113,8.5315,3.0607,13
0.002751,-9.6954,8.7474,2.3087,14
0.002562,-9.6723,13.1237,3.4110,15
0.023818,-9.6701,12.9736,2.8817,16
0.000056,-9.6402,10.4470,1.2255,17
0.000073,-9.6041,11.8009,2.1890,18
0.000069,-9.5884,8.6375,3.0597,19
0.004885,-10.2930,7.6970,1.0679,1
0.001249,-9.5835,9.0826,1.4610,20
0.001723,-10.2914,12.4232,2.3112,2
0.443010,-10.0429,13.6599,1.5930,3
0.008348,-10.0189,8.0901,3.4005,4
0.000043,-9.9557,7.6868,3.0931,5
0.000039,-9.9360,10.0689,1.5490,6
0.001023,-9.7869,12.1333,1.5420,7
0.000028,-9.7764,9.7085,0.9906,8
0.001661,-9.7535,7.0786,3.1935,9
0.040234,-7.4548,14.6011,1.3756,10
0.020346,-7.4203,12.7296,2.3551,11
0.005667,-7.3528,8.5535,3.0602,12
0.004818,-7.3432,11.7350,2.2623,13
0.008496,-7.3395,13.1764,1.8330,14
0.012196,-7.3315,9.6536,1.9002,15
0.934362,-7.2862,16.2052,2.3395,16
0.176660,-7.2112,14.5024,1.2604,17
0.017567,-7.1743,9.5307,1.2564,18
0.229065,-7.1643,13.9484,3.0595,19
0.730109,-9.2474,12.0220,2.1614,1
0.037853,-7.0884,15.5219,2.4898,20
0.294987,-8.8163,5.5986,2.2685,2
0.555893,-8.7790,14.3086,2.3546,3
0.392051,-8.1855,13.8116,2.2029,4
0.222792,-8.1624,13.1410,1.1902,5
0.015322,-7.7274,13.8592,2.2996,6
0.005110,-7.6544,7.6138,3.0531,7
0.029514,-7.5806,13.4304,2.3281,8
0.032721,-7.5325,12.9422,3.0579,9
0.026272,-13.3360,7.1854,5.4329,10
0.001245,-13.3155,9.6411,5.3707,11
0.007212,-13.1484,9.5960,2.9506,12
0.001451,-13.0419,9.9055,5.7983,13
0.001368,-13.0269,10.4274,5.0767,14
0.000307,-12.8993,10.0236,5.3717,15
0.007877,-12.7225,8.9471,3.0747,16
0.002963,-12.7133,11.4133,5.3034,17
0.066187,-12.5867,11.2143,5.2697,18
0.047404,-15.5344,2.6342,3.9606,1
0.230612,-15.2682,2.3862,1.2974,2
0.041668,-14.3025,9.8204,2.8793,3
0.022982,-13.9669,10.8216,5.3693,4
0.005848,-13.8994,10.1053,2.7856,5
0.011559,-13.7542,10.4485,5.3651,6
0.002188,-13.6503,9.5481,5.1373,7
0.001183,-13.4888,9.9195,5.4248,8
0.005405,-13.4232,4.9215,4.0413,9
0.855395,-4.7784,6.6572,2.1908,10
0.058953,-4.5719,4.4217,1.1054,11
0.182598,-7.4303,4.7712,1.7419,1
0.986029,-7.3781,0.5028,1.1304,2
0.118363,-7.3720,3.9122,1.7814,3
0.903766,-7.0460,4.0795,1.1653,4
0.932657,-6.9780,3.5148,1.1629,5
0.207277,-6.6608,3.5754,1.1487,6
0.054824,-6.5496,4.3679,1.2767,7
0.834291,-6.3463,3.6061,1.1414,8
0.888872,-5.0849,7.0328,2.1865,9
0.001398,-10.7379,9.0038,2.9103,10
0.000180,-10.5059,10.2420,1.2845,11
0.013633,-10.3575,15.0383,3.2455,12
0.001788,-10.3325,8.6632,2.9207,13
0.000721,-10.2571,5.7748,2.9193,14
0.000857,-10.1425,12.5523,2.8977,15
0.000243,-10.1371,10.1179,2.9061,16
0.003117,-10.0756,10.5785,2.9088,17
0.000064,-10.0675,7.7794,2.9038,18
0.003058,-9.9510,13.1319,2.1649,19
0.081628,-12.4020,3.5196,2.9219,1
0.003784,-9.7182,12.7403,2.4690,20
0.002378,-11.5096,5.9190,2.9227,2
0.005061,-11.3251,5.8395,2.9259,3
0.000582,-11.2798,8.4613,2.9247,4
0.139790,-11.2117,8.1465,2.2500,5
0.000456,-11.1892,6.4817,2.9070,6
0.001263,-10.9709,5.8327,2.9166,7
0.000604,-10.8903,8.0242,2.9204,8
0.006127,-10.8006,15.1964,2.6285,9
0.088668,-14.4082,3.0892,2.1013,10
0.161219,-14.3785,5.0856,1.9810,11
0.047700,-14.0761,4.1134,1.5851,12
0.264838,-13.7543,4.8485,1.8942,13
0.050974,-13.6500,5.6714,2.0586,14
0.036718,-13.6158,5.8816,1.0907,15
0.057601,-13.5262,3.3484,1.4255,16
0.060937,-12.9008,5.4913,2.3774,17
0.072050,-12.8613,8.3780,3.0781,18
0.023623,-12.8249,3.9990,2.3143,19
0.067421,-15.3939,5.6832,1.8105,1
0.094718,-12.7081,3.8243,1.0459,20
0.090203,-15.3817,5.9857,1.9489,2
0.098155,-15.3419,5.9543,2.0206,3
0.020354,-15.2363,5.6514,1.9228,4
0.326065,-15.2175,0.9371,1.3579,5
0.022076,-15.1251,6.1848,1.9191,6
0.036577,-15.0750,4.5397,1.6765,7
0.059265,-14.8920,4.9927,1.9426,8
0.167424,-14.8182,2.8369,1.7005,9
0.006091,-10.4158,7.2906,2.2951,10
0.002860,-10.3862,10.8212,1.2676,11
0.000005,-10.3172,10.3997,2.0005,12
0.000012,-10.2633,12.2716,1.0221,13
0.001279,-10.1392,9.9822,2.1039,14
0.000013,-10.1389,8.7419,1.9232,15
0.000077,-10.1123,10.4736,1.8550,16
0.000005,-10.0871,10.9081,2.8375,17
0.000297,-10.0701,10.7621,2.3861,18
0.000658,-10.0289,3.8887,1.9572,19
0.193264,-11.5973,2.4471,2.3119,1
0.014426,-10.0052,5.2445,2.3149,20
0.518398,-11.3752,1.5219,2.7986,2
0.020365,-11.3646,10.1458,1.6092,3
0.001756,-11.2718,9.3204,1.9315,4
0.008663,-10.8788,4.3956,1.8882,5
0.006775,-10.7967,3.6189,2.7649,6
0.005394,-10.6755,9.2513,2.0806,7
0.000870,-10.5233,9.4837,2.1319,8
0.055352,-10.4177,6.0371,2.8638,9
0.886080,-19.2175,0.7280,1.4380,1
0.447395,-18.0218,2.2875,1.4330,2
0.134015,-17.4908,10.6170,1.5885,3
0.060562,-17.1074,10.5321,3.7414,4
0.276314,-16.5126,10.0926,1.2666,5
0.000075,-7.7657,10.7570,2.6284,10
0.006241,-7.7294,7.9071,1.1736,11
0.004186,-7.6922,8.7367,3.5483,12
0.001042,-7.6854,9.1772,2.5214,13
0.012604,-7.6451,7.0877,3.4526,14
0.018879,-7.6298,9.5440,3.4817,15
0.000600,-7.6200,10.7654,2.6984,16
0.001016,-7.6143,11.4358,2.6305,17
0.002531,-7.5801,12.6523,2.1785,18
0.000172,-7.4786,9.8960,3.6113,19
0.990991,-9.7339,0.7529,1.9854,1
0.000396,-7.4317,9.6657,1.0738,20
0.221848,-9.1322,4.8601,3.4745,2
0.227599,-8.8763,2.6171,2.6070,3
0.007206,-8.5948,10.4267,3.5401,4
0.005280,-8.3646,7.4858,3.0388,5
0.000342,-8.1002,9.6827,2.9958,6
0.311369,-7.9329,3.5492,0.7573,7
0.008861,-7.8632,10.0459,2.5617,8
0.001610,-7.8574,11.6379,2.4829,9
0.124438,-10.0444,3.1429,1.3684,10
0.014864,-9.9593,8.3999,1.6581,11
0.001366,-9.8025,4.8718,2.4964,12
0.000651,-9.7448,8.7408,1.3624,13
0.308161,-9.5840,4.4661,4.8930,14
0.359887,-9.5811,4.9643,0.8417,15
0.039394,-9.5595,8.6300,1.1553,16
0.000150,-9.2462,5.9990,2.6055,17
0.075685,-9.2432,4.7710,1.4276,18
0.002894,-9.0675,8.6385,2.6002,19
0.029177,-11.8867,4.8200,0.7782,1
0.004415,-9.0568,10.3241,0.5895,20
0.268037,-11.1827,4.5744,0.7911,2
0.119194,-11.1440,3.9458,0.7784,3
0.084735,-11.1150,4.9761,0.7822,4
0.167380,-10.9125,2.3280,2.6847,5
0.215769,-10.6237,3.7614,1.2976,6
0.004445,-10.4851,4.1555,0.4493,7
0.029647,-10.1818,4.5105,1.2077,8
0.002607,-10.0775,10.1751,3.7023,9
0.000373,-8.0507,5.0252,0.0919,10
0.711182,-11.0481,0.5508,0.1041,1
